pub_og_id	organism_taxid	org	int_prot_id	pub_gene_id
EOG092C4QCP	559292	Scer	559292:000e7f	RPS6B
EOG092C4UYC	214684	Cneo	214684:000a53	Q5KGW0
EOG092C4UYC	237561	Calb	237561:001a1c	Q5AHT2
EOG092C4UYC	284812	Spom	284812:000ad0	rps901
EOG092C4UYC	284812	Spom	284812:000acf	rps902
EOG092C4UYC	367110	Ncra	367110:00191b	un-16
EOG092C4UYC	559292	Scer	559292:000e86	RPS9B
EOG092C4UYC	559292	Scer	559292:000e85	RPS9A
EOG092C537Y	214684	Cneo	214684:001669	Q5KGV9
EOG092C537Y	237561	Calb	237561:000871	Q5AHF6
EOG092C537Y	284812	Spom	284812:0009db	rpl2102
EOG092C537Y	284812	Spom	284812:0009da	rpl2101
EOG092C537Y	367110	Ncra	367110:001c4d	Q7SDY8
EOG092C537Y	559292	Scer	559292:000d63	RPL21B
EOG092C537Y	559292	Scer	559292:000d62	RPL21A
EOG092C5QK1	214684	Cneo	214684:00050a	Q5KFT0
EOG092C5QK1	284812	Spom	284812:000aa8	O14150
EOG092C5QK1	367110	Ncra	367110:00028c	rps-14
EOG092C5QK1	559292	Scer	559292:000e58	RPS14B
EOG092C5QK1	559292	Scer	559292:000e57	RPS14A
EOG092C5WBL	214684	Cneo	214684:0010f8	Q5KK46
EOG092C5WBL	284812	Spom	284812:000abf	rps29
EOG092C5WBL	367110	Ncra	367110:000297	rps-29
EOG092C5WBL	559292	Scer	559292:000e75	RPS29B
EOG092C5WBL	559292	Scer	559292:000e74	RPS29A
EOG092C5QTG	214684	Cneo	214684:000e5b	Q5KNE0
EOG092C5QTG	284812	Spom	284812:0009ec	rpl31
EOG092C5QTG	367110	Ncra	367110:00095f	Q7RW15
EOG092C5QTG	559292	Scer	559292:000d75	RPL31B
EOG092C5QTG	559292	Scer	559292:000d74	RPL31A
EOG092C5X8C	214684	Cneo	214684:000579	Q5KNI7
EOG092C5X8C	214684	Cneo	214684:000423	Q5KFD2
EOG092C5X8C	237561	Calb	237561:001527	Q5A0A6
EOG092C5X8C	237561	Calb	237561:000b48	Q5ANH5
EOG092C5X8C	237561	Calb	237561:00029d	RPP1A
EOG092C5X8C	284812	Spom	284812:000a15	rpp203
EOG092C5X8C	284812	Spom	284812:000a14	rpp103
EOG092C5X8C	284812	Spom	284812:000a13	rpp202
EOG092C5X8C	284812	Spom	284812:000a12	rpp102
EOG092C5X8C	284812	Spom	284812:000a11	rpp201
EOG092C5X8C	284812	Spom	284812:000a10	rpp101
EOG092C5X8C	367110	Ncra	367110:001fde	Q7S796
EOG092C5X8C	367110	Ncra	367110:001e3c	Q7SGE3
EOG092C5X8C	559292	Scer	559292:000d9c	RPP2B
EOG092C5X8C	559292	Scer	559292:000d9b	RPP1B
EOG092C5X8C	559292	Scer	559292:000d9a	RPP2A
EOG092C5X8C	559292	Scer	559292:000d99	RPP1A
EOG092C53VP	214684	Cneo	214684:00188f	Q5K7W8
EOG092C53VP	237561	Calb	237561:00029c	RPL13
EOG092C53VP	284812	Spom	284812:0009c8	rpl13
EOG092C53VP	367110	Ncra	367110:000ab6	un-25
EOG092C53VP	559292	Scer	559292:000d50	RPL13B
EOG092C53VP	559292	Scer	559292:000d4f	RPL13A
EOG092C5DBH	214684	Cneo	214684:000bc8	Q5KM68
EOG092C5DBH	284812	Spom	284812:000aab	O60144
EOG092C5DBH	367110	Ncra	367110:00028d	rps-16
EOG092C5DBH	559292	Scer	559292:000e5b	RPS16B
EOG092C5DBH	559292	Scer	559292:000e5a	RPS16A
EOG092C5O2N	214684	Cneo	214684:000500	Q5KN73
EOG092C5O2N	284812	Spom	284812:0009f3	rpl35
EOG092C5O2N	367110	Ncra	367110:001a58	A7UW39
EOG092C5O2N	559292	Scer	559292:000d7c	RPL35A
EOG092C5O2N	559292	Scer	559292:000d7b	RPL35B
EOG092C5Q82	214684	Cneo	214684:0002b7	Q5KIJ0
EOG092C5Q82	284812	Spom	284812:000aa7	rps13
EOG092C5Q82	367110	Ncra	367110:000664	Q7SDH0
EOG092C5Q82	559292	Scer	559292:000e56	RPS13
EOG092C54AQ	214684	Cneo	214684:0002ad	Q5KJC9
EOG092C54AQ	237561	Calb	237561:000a97	RPL12
EOG092C54AQ	284812	Spom	284812:0009c7	O75000
EOG092C54AQ	367110	Ncra	367110:00026e	rpl-12
EOG092C54AQ	559292	Scer	559292:000d4e	RPL12A
EOG092C54AQ	559292	Scer	559292:000d4d	RPL12B
EOG092C5518	214684	Cneo	214684:000435	Q5KA46
EOG092C5518	237561	Calb	237561:001683	RPS18
EOG092C5518	284812	Spom	284812:000aae	O94754
EOG092C5518	367110	Ncra	367110:0018ee	Q7RXX0
EOG092C5518	559292	Scer	559292:000e5f	RPS18B
EOG092C5518	559292	Scer	559292:000e5e	RPS18A
EOG092C5ISN	214684	Cneo	214684:000fef	Q5KN65
EOG092C5ISN	284812	Spom	284812:0009e4	rpl2702
EOG092C5ISN	284812	Spom	284812:0009e3	rpl2701
EOG092C5ISN	367110	Ncra	367110:001a8f	Q1K580
EOG092C5ISN	559292	Scer	559292:000d6e	RPL27B
EOG092C5ISN	559292	Scer	559292:000d6d	RPL27A
EOG092C5XPX	214684	Cneo	214684:000615	Q5KL56
EOG092C5XPX	284812	Spom	284812:0009f7	rpl3702
EOG092C5XPX	284812	Spom	284812:0009f6	rpl3703
EOG092C5XPX	367110	Ncra	367110:0003a1	V5IQ48
EOG092C5XPX	559292	Scer	559292:000d80	RPL37B
EOG092C5XPX	559292	Scer	559292:000d7f	RPL37A
EOG092C5L2Y	214684	Cneo	214684:0002d8	Q5KN25
EOG092C5L2Y	284812	Spom	284812:0009f2	rpl3402
EOG092C5L2Y	284812	Spom	284812:0009f1	rpl3401
EOG092C5L2Y	367110	Ncra	367110:000929	Q7RVY8
EOG092C5L2Y	559292	Scer	559292:000d7a	RPL34B
EOG092C5L2Y	559292	Scer	559292:000d79	RPL34A
EOG092C5MLH	214684	Cneo	214684:00068c	Q5KI23
EOG092C5MLH	237561	Calb	237561:000797	RPS24
EOG092C5MLH	284812	Spom	284812:000ab6	rps2402
EOG092C5MLH	284812	Spom	284812:000ab5	rps2401
EOG092C5MLH	367110	Ncra	367110:0008be	Q1K5V9
EOG092C5MLH	559292	Scer	559292:000e6a	RPS24B
EOG092C5MLH	559292	Scer	559292:000e69	RPS24A
EOG092C5TXE	214684	Cneo	214684:0009ff	Q5KCP3
EOG092C5TXE	237561	Calb	237561:000e41	Q5ALV6
EOG092C5TXE	284812	Spom	284812:000aba	rps2602
EOG092C5TXE	284812	Spom	284812:000ab9	rps2601
EOG092C5TXE	367110	Ncra	367110:000293	rps-26
EOG092C5TXE	559292	Scer	559292:000e6e	RPS26B
EOG092C5TXE	559292	Scer	559292:000e6d	RPS26A
EOG092C5FK9	214684	Cneo	214684:00183e	Q5KHN0
EOG092C5FK9	284812	Spom	284812:0009dc	rpl22
EOG092C5FK9	367110	Ncra	367110:001df7	Q1K6Z3
EOG092C5FK9	559292	Scer	559292:000d65	RPL22B
EOG092C5FK9	559292	Scer	559292:000d64	RPL22A
EOG092C4DNU	214684	Cneo	214684:00170a	Q5K8Z3
EOG092C4DNU	284812	Spom	284812:0009e9	P08093
EOG092C4DNU	367110	Ncra	367110:0023cc	Q7RVQ9
EOG092C4DNU	559292	Scer	559292:000d72	RPL2B
EOG092C4DNU	559292	Scer	559292:000d71	RPL2A
EOG092C5YBC	214684	Cneo	214684:001566	Q5KDL6
EOG092C5YBC	284812	Spom	284812:0009e8	rpl29
EOG092C5YBC	367110	Ncra	367110:00073f	Q7RZP9
EOG092C5YBC	559292	Scer	559292:000d70	RPL29
EOG092C5LQM	214684	Cneo	214684:00080e	Q5KPM8
EOG092C5LQM	237561	Calb	237561:000fc1	Q59Q87
EOG092C5LQM	284812	Spom	284812:0009eb	rpl3002
EOG092C5LQM	284812	Spom	284812:0009ea	rpl3001
EOG092C5LQM	367110	Ncra	367110:000274	rpl-30
EOG092C5LQM	559292	Scer	559292:000d73	RPL30
EOG092C5LTS	214684	Cneo	214684:0015fb	Q5KKH3
EOG092C5LTS	214684	Cneo	214684:000d64	Q5KDS7
EOG092C5LTS	237561	Calb	237561:0009c3	Q59SI1
EOG092C5LTS	237561	Calb	237561:0007d5	Q5A6A1
EOG092C5LTS	284812	Spom	284812:000a19	rlp24
EOG092C5LTS	284812	Spom	284812:0009df	rpl2402
EOG092C5LTS	284812	Spom	284812:0009de	rpl2401
EOG092C5LTS	367110	Ncra	367110:000c14	Q7S8U9
EOG092C5LTS	367110	Ncra	367110:000272	rpl-24
EOG092C5LTS	559292	Scer	559292:000da0	RLP24
EOG092C5LTS	559292	Scer	559292:000d69	RPL24B
EOG092C5LTS	559292	Scer	559292:000d68	RPL24A
EOG092C4MAX	214684	Cneo	214684:0018c7	Q5KNI6
EOG092C4MAX	237561	Calb	237561:000a29	Q59V85
EOG092C4MAX	284812	Spom	284812:000a0b	rpl701
EOG092C4MAX	284812	Spom	284812:000a0a	rpl702
EOG092C4MAX	284812	Spom	284812:000a09	rlp7
EOG092C4MAX	367110	Ncra	367110:00027a	rpl-7
EOG092C4MAX	559292	Scer	559292:000da1	RLP7
EOG092C4MAX	559292	Scer	559292:000d93	RPL7B
EOG092C4MAX	559292	Scer	559292:000d92	RPL7A
EOG092C5786	214684	Cneo	214684:000b5b	Q5KMA0
EOG092C5786	284812	Spom	284812:0009e7	rpl2802
EOG092C5786	559292	Scer	559292:000d6f	RPL28
EOG092C4FYC	214684	Cneo	214684:00136a	Q5KEV1
EOG092C4FYC	237561	Calb	237561:001166	RPS21
EOG092C4FYC	284812	Spom	284812:000ac0	rps2
EOG092C4FYC	367110	Ncra	367110:000c11	Q7S503
EOG092C4FYC	559292	Scer	559292:000e76	RPS2
EOG092C4PD0	214684	Cneo	214684:00084c	Q5KGE3
EOG092C4PD0	237561	Calb	237561:00029b	RPL10A
EOG092C4PD0	284812	Spom	284812:0009d6	rpl101
EOG092C4PD0	284812	Spom	284812:0009d5	rpl102
EOG092C4PD0	367110	Ncra	367110:00026c	crp-74
EOG092C4PD0	559292	Scer	559292:000d5e	RPL1B
EOG092C4PD0	559292	Scer	559292:000d5d	RPL1A
EOG092C4TE3	214684	Cneo	214684:0012ad	Q5KQ70
EOG092C4TE3	237561	Calb	237561:0009ba	Q5AEN2
EOG092C4TE3	284812	Spom	284812:000a0e	rpl902
EOG092C4TE3	284812	Spom	284812:000a0d	rpl901
EOG092C4TE3	367110	Ncra	367110:001a01	Q7SGA6
EOG092C4TE3	559292	Scer	559292:000d97	RPL9B
EOG092C4TE3	559292	Scer	559292:000d96	RPL9A
EOG092C5Z2K	214684	Cneo	214684:001917	Q5KGY5
EOG092C5Z2K	237561	Calb	237561:001b23	Q59NZ2
EOG092C5Z2K	237561	Calb	237561:0018de	Q59ZQ9
EOG092C5Z2K	284812	Spom	284812:000ab8	rps2501
EOG092C5Z2K	284812	Spom	284812:000ab7	rps2502
EOG092C5Z2K	367110	Ncra	367110:000292	rps-25
EOG092C5Z2K	559292	Scer	559292:000e6c	RPS25B
EOG092C5Z2K	559292	Scer	559292:000e6b	RPS25A
EOG092C5U93	214684	Cneo	214684:0014ce	Q5KLJ6
EOG092C5U93	284812	Spom	284812:0009e2	rpl26
EOG092C5U93	367110	Ncra	367110:001072	Q1K4V7
EOG092C5U93	559292	Scer	559292:000d6c	RPL26B
EOG092C5U93	559292	Scer	559292:000d6b	RPL26A
EOG092C53PI	214684	Cneo	214684:0016d1	Q5KA19
EOG092C53PI	237561	Calb	237561:000680	RPL11
EOG092C53PI	284812	Spom	284812:0009c6	Q10157
EOG092C53PI	367110	Ncra	367110:00026d	rpl-11
EOG092C53PI	559292	Scer	559292:000d4c	RPL11B
EOG092C53PI	559292	Scer	559292:000d4b	RPL11A
EOG092C58LL	214684	Cneo	214684:0018f0	Q5KDD6
EOG092C58LL	214684	Cneo	214684:001679	Q5K6X0
EOG092C58LL	237561	Calb	237561:00206e	RPS23A
EOG092C58LL	237561	Calb	237561:001d16	RPS23A
EOG092C58LL	237561	Calb	237561:00044f	MRPS12
EOG092C58LL	284812	Spom	284812:000aec	mrps12
EOG092C58LL	284812	Spom	284812:000ab4	P79057
EOG092C58LL	367110	Ncra	367110:001222	Q7S9I4
EOG092C58LL	367110	Ncra	367110:000291	crp-28
EOG092C58LL	559292	Scer	559292:000eae	MRPS12
EOG092C58LL	559292	Scer	559292:000e68	RPS23B
EOG092C58LL	559292	Scer	559292:000e67	RPS23A
EOG092C4HTX	214684	Cneo	214684:000126	RPS0
EOG092C4HTX	237561	Calb	237561:0002b0	RPS0
EOG092C4HTX	284812	Spom	284812:000ade	rps002
EOG092C4HTX	284812	Spom	284812:000add	rps001
EOG092C4HTX	367110	Ncra	367110:00029c	rps-0
EOG092C4HTX	559292	Scer	559292:000e9e	RPS0B
EOG092C4HTX	559292	Scer	559292:000e9d	RPS0A
EOG092C5GEN	214684	Cneo	214684:001602	Q5KAB9
EOG092C5GEN	284812	Spom	284812:0009c9	rpl14
EOG092C5GEN	367110	Ncra	367110:001b23	Q7SI18
EOG092C5GEN	559292	Scer	559292:000d52	RPL14B
EOG092C5GEN	559292	Scer	559292:000d51	RPL14A
EOG092C5OAL	214684	Cneo	214684:0003ca	Q5KKY5
EOG092C5OAL	237561	Calb	237561:00093f	Q5A389
EOG092C5OAL	284812	Spom	284812:000ab1	rps20
EOG092C5OAL	367110	Ncra	367110:001c41	Q7S3G1
EOG092C5OAL	559292	Scer	559292:000e62	RPS20
EOG092C4PDY	214684	Cneo	214684:00165e	Q5KCS1
EOG092C4PDY	237561	Calb	237561:000b4a	Q5ANA1
EOG092C4PDY	237561	Calb	237561:00063a	Q59WJ0
EOG092C4PDY	284812	Spom	284812:000a0c	rpl8
EOG092C4PDY	367110	Ncra	367110:00207e	Q7S630
EOG092C4PDY	559292	Scer	559292:000d95	RPL8B
EOG092C4PDY	559292	Scer	559292:000d94	RPL8A
EOG092C5YES	214684	Cneo	214684:000457	Q5KDU6
EOG092C5YES	284812	Spom	284812:000abd	rps27
EOG092C5YES	367110	Ncra	367110:000295	crp-6
EOG092C5YES	559292	Scer	559292:000e71	RPS27A
EOG092C5YES	559292	Scer	559292:000e6f	RPS27B
EOG092C5T6H	214684	Cneo	214684:00011c	RPL44
EOG092C5T6H	284812	Spom	284812:000a02	rpl42
EOG092C5T6H	367110	Ncra	367110:00053f	Q7RVK8
EOG092C5T6H	559292	Scer	559292:000d8b	RPL42A
EOG092C5T6H	559292	Scer	559292:000d8a	RPL42B
EOG092C443N	214684	Cneo	214684:00065f	Q5KNK2
EOG092C443N	237561	Calb	237561:000439	RPS4A
EOG092C443N	237561	Calb	237561:000413	RPS42
EOG092C443N	284812	Spom	284812:000ac7	rps403
EOG092C443N	284812	Spom	284812:000ac6	rps402
EOG092C443N	284812	Spom	284812:000ac5	rps401
EOG092C443N	367110	Ncra	367110:0026b7	Q7SE03
EOG092C443N	559292	Scer	559292:000e7d	RPS4B
EOG092C443N	559292	Scer	559292:000e7c	RPS4A
EOG092C5KDG	214684	Cneo	214684:000968	Q5K7I5
EOG092C5KDG	237561	Calb	237561:0005bb	RPL16A
EOG092C5KDG	284812	Spom	284812:0009ce	rpl1603
EOG092C5KDG	284812	Spom	284812:0009cd	rpl1601
EOG092C5KDG	284812	Spom	284812:0009cc	rpl1602
EOG092C5KDG	367110	Ncra	367110:001e63	V5ILK7
EOG092C5KDG	367110	Ncra	367110:000270	crp-46
EOG092C5KDG	559292	Scer	559292:000d56	RPL16B
EOG092C5KDG	559292	Scer	559292:000d55	RPL16A
EOG092C5P9Y	214684	Cneo	214684:00011b	UBI1
EOG092C5P9Y	214684	Cneo	214684:000aed	Q5KIG4
EOG092C5P9Y	214684	Cneo	214684:000c42	Q5K9A5
EOG092C5P9Y	214684	Cneo	214684:000cdf	Q5KK31
EOG092C5P9Y	237561	Calb	237561:0003eb	Q5ADS0
EOG092C5P9Y	237561	Calb	237561:0004ec	Q5A109
EOG092C5P9Y	284812	Spom	284812:0009fd	uep1
EOG092C5P9Y	284812	Spom	284812:0009fe	ubi1
EOG092C5P9Y	284812	Spom	284812:000abb	ubi3
EOG092C5P9Y	284812	Spom	284812:000abc	ubi5
EOG092C5P9Y	284812	Spom	284812:000d91	ubi4
EOG092C5P9Y	284812	Spom	284812:000d92	ubl1
EOG092C5P9Y	367110	Ncra	367110:000278	crp-79
EOG092C5P9Y	367110	Ncra	367110:000294	ubi::crp-6
EOG092C5P9Y	367110	Ncra	367110:000320	ubi
EOG092C5P9Y	367110	Ncra	367110:000497	V5INI1
EOG092C5P9Y	367110	Ncra	367110:000dea	Q7SEN5
EOG092C5P9Y	367110	Ncra	367110:001f6e	V5IPJ1
EOG092C5P9Y	367110	Ncra	367110:0023f1	V5IP20
EOG092C5P9Y	559292	Scer	559292:000d84	RPL40A
EOG092C5P9Y	559292	Scer	559292:000d85	RPL40B
EOG092C5P9Y	559292	Scer	559292:000e70	RPS31
EOG092C5P9Y	559292	Scer	559292:000ed4	RUB1
EOG092C5P9Y	559292	Scer	559292:001256	UBI4
EOG092C5XGV	214684	Cneo	214684:0007e8	Q5KI51
EOG092C5XGV	284812	Spom	284812:000ab2	rps21
EOG092C5XGV	367110	Ncra	367110:00028f	crp-7
EOG092C5XGV	559292	Scer	559292:000e64	RPS21B
EOG092C5XGV	559292	Scer	559292:000e63	RPS21A
EOG092C4Y4L	214684	Cneo	214684:001802	Q5K6Z0
EOG092C4Y4L	214684	Cneo	214684:00174c	Q5KJK5
EOG092C4Y4L	214684	Cneo	214684:001490	Q5KN11
EOG092C4Y4L	214684	Cneo	214684:000b57	Q5KKI9
EOG092C4Y4L	237561	Calb	237561:002071	Q5AI64
EOG092C4Y4L	237561	Calb	237561:00201f	Q5AIZ4
EOG092C4Y4L	237561	Calb	237561:000672	Q59SC0
EOG092C4Y4L	237561	Calb	237561:000573	IFM3
EOG092C4Y4L	237561	Calb	237561:00051d	RPL17B
EOG092C4Y4L	237561	Calb	237561:000369	Q59Y65
EOG092C4Y4L	284812	Spom	284812:00110a	O94574
EOG092C4Y4L	284812	Spom	284812:001035	O14075
EOG092C4Y4L	284812	Spom	284812:0009d0	rpl1702
EOG092C4Y4L	284812	Spom	284812:0009cf	rpl1701
EOG092C4Y4L	367110	Ncra	367110:001d3a	Q7S9Y7
EOG092C4Y4L	367110	Ncra	367110:000271	rpl-17
EOG092C4Y4L	559292	Scer	559292:000d58	RPL17B
EOG092C4Y4L	559292	Scer	559292:000d57	RPL17A
EOG092C4Y4L	559292	Scer	559292:0005f2	GOR1
EOG092C5TJL	214684	Cneo	214684:000660	Q5KHQ2
EOG092C5TJL	284812	Spom	284812:0009fa	rpl39
EOG092C5TJL	367110	Ncra	367110:002544	Q7S2X9
EOG092C5TJL	559292	Scer	559292:000d82	RPL39
EOG092C5DJJ	214684	Cneo	214684:000239	Q5K979
EOG092C5DJJ	237561	Calb	237561:0002ac	RPS22A
EOG092C5DJJ	284812	Spom	284812:000ab3	O14469
EOG092C5DJJ	367110	Ncra	367110:000290	crp-27
EOG092C5DJJ	559292	Scer	559292:000e66	RPS22A
EOG092C5DJJ	559292	Scer	559292:000e65	RPS22B
EOG092C5X8P	214684	Cneo	214684:000538	Q5KLK6
EOG092C5X8P	284812	Spom	284812:000a01	rpl4301
EOG092C5X8P	284812	Spom	284812:000a00	rpl4302
EOG092C5X8P	367110	Ncra	367110:001cb8	Q7S1Z1
EOG092C5X8P	559292	Scer	559292:000d89	RPL43B
EOG092C5X8P	559292	Scer	559292:000d88	RPL43A
EOG092C50PJ	214684	Cneo	214684:001657	Q5K947
EOG092C50PJ	237561	Calb	237561:000aae	RPS5
EOG092C50PJ	284812	Spom	284812:000ac9	rps5
EOG092C50PJ	284812	Spom	284812:000ac8	rps502
EOG092C50PJ	367110	Ncra	367110:000299	rps-5
EOG092C50PJ	559292	Scer	559292:000e7e	RPS5
EOG092C4JEJ	214684	Cneo	214684:000fac	Q5KJD4
EOG092C4JEJ	237561	Calb	237561:00061f	RPL15A
EOG092C4JEJ	284812	Spom	284812:0009cb	rpl1502
EOG092C4JEJ	284812	Spom	284812:0009ca	rpl15
EOG092C4JEJ	367110	Ncra	367110:00026f	rpl-15
EOG092C4JEJ	559292	Scer	559292:000d54	RPL15B
EOG092C4JEJ	559292	Scer	559292:000d53	RPL15A
EOG092C4HB9	214684	Cneo	214684:0009c4	Q5KMA6
EOG092C4HB9	237561	Calb	237561:00060f	Q5AIB8
EOG092C4HB9	284812	Spom	284812:0009c5	rpl1002
EOG092C4HB9	284812	Spom	284812:0009c4	rpl1001
EOG092C4HB9	367110	Ncra	367110:00076d	Q7S7F0
EOG092C4HB9	559292	Scer	559292:000d4a	RPL10
EOG092C5Y3A	214684	Cneo	214684:0017ef	Q5KHJ3
EOG092C5Y3A	284812	Spom	284812:000abe	Q10421
EOG092C5Y3A	367110	Ncra	367110:000296	rps-28
EOG092C5Y3A	559292	Scer	559292:000e73	RPS28B
EOG092C5Y3A	559292	Scer	559292:000e72	RPS28A
EOG092C5YU3	214684	Cneo	214684:000fae	Q5KN27
EOG092C5YU3	284812	Spom	284812:000ac1	O42952
EOG092C5YU3	367110	Ncra	367110:0004cf	V5IMG5
EOG092C5YU3	559292	Scer	559292:000e78	RPS30A
EOG092C5YU3	559292	Scer	559292:000e77	RPS30B
EOG092C5V1O	284812	Spom	284812:0009f9	rpl3802
EOG092C5V1O	284812	Spom	284812:0009f8	rpl3801
EOG092C5V1O	367110	Ncra	367110:000276	rpl-38
EOG092C5V1O	559292	Scer	559292:000d81	RPL38
EOG092C4JUE	214684	Cneo	214684:0012bc	Q5KEJ6
EOG092C4JUE	237561	Calb	237561:00208c	RPP0
EOG092C4JUE	284812	Spom	284812:000a0f	rpp0
EOG092C4JUE	367110	Ncra	367110:00027b	p0
EOG092C4JUE	559292	Scer	559292:000d98	RPP0
EOG092C4C2Y	214684	Cneo	214684:000124	RPS1
EOG092C4C2Y	237561	Calb	237561:0002ad	RPS1
EOG092C4C2Y	284812	Spom	284812:000ac3	rps102
EOG092C4C2Y	284812	Spom	284812:000ac2	rps101
EOG092C4C2Y	367110	Ncra	367110:000298	rps1
EOG092C4C2Y	559292	Scer	559292:000e7a	RPS1B
EOG092C4C2Y	559292	Scer	559292:000e79	RPS1A
EOG092C5AV0	214684	Cneo	214684:001728	Q5KGM8
EOG092C5AV0	284812	Spom	284812:000a08	rpl6
EOG092C5AV0	367110	Ncra	367110:0018cc	Q7SH22
EOG092C5AV0	559292	Scer	559292:000d91	RPL6B
EOG092C5AV0	559292	Scer	559292:000d90	RPL6A
EOG092C5HRI	214684	Cneo	214684:0003bf	Q5KIH4
EOG092C5HRI	284812	Spom	284812:000aad	rps1702
EOG092C5HRI	284812	Spom	284812:000aac	rps1701
EOG092C5HRI	367110	Ncra	367110:00028e	rps-17
EOG092C5HRI	559292	Scer	559292:000e5c	RPS17A
EOG092C10HM	214684	Cneo	214684:0000b5	PAC1
EOG092C10HM	214684	Cneo	214684:0000f8	PFS2
EOG092C10HM	214684	Cneo	214684:0004e0	Q5KCG6
EOG092C10HM	214684	Cneo	214684:000cc7	Q5KLE4
EOG092C10HM	214684	Cneo	214684:000f51	Q5KHS6
EOG092C10HM	214684	Cneo	214684:0011fd	Q5KFE2
EOG092C10HM	214684	Cneo	214684:001370	Q5KHR9
EOG092C10HM	214684	Cneo	214684:00160a	Q5KEH7
EOG092C10HM	214684	Cneo	214684:0016d7	Q5KCJ8
EOG092C10HM	214684	Cneo	214684:00171d	Q5K7V7
EOG092C10HM	237561	Calb	237561:000127	ASC1
EOG092C10HM	237561	Calb	237561:0001a6	PAC1
EOG092C10HM	237561	Calb	237561:000236	PFS2
EOG092C10HM	237561	Calb	237561:0005c7	Q59S73
EOG092C10HM	237561	Calb	237561:000731	Q59V90
EOG092C10HM	237561	Calb	237561:000834	Q5A6B1
EOG092C10HM	237561	Calb	237561:000939	MET30
EOG092C10HM	237561	Calb	237561:000a74	TAF5
EOG092C10HM	237561	Calb	237561:000b6a	Q5AAW2
EOG092C10HM	237561	Calb	237561:00188e	COP1
EOG092C10HM	237561	Calb	237561:001b6c	Q5A6J2
EOG092C10HM	237561	Calb	237561:001eed	Q5A3W6
EOG092C10HM	237561	Calb	237561:002083	Q5A6B2
