FAMILY_ID	SPECIES	UNIPROT	ENTREZ
PTHR11362:SF25	YEAST	Q06678	851921
PTHR11362:SF25	SCHPO	O14341	2540365
PTHR11362:SF25	CANAL	Q5AHD3	3637337
PTHR11362:SF25	CRYNJ	Q5KDC0	3258662
PTHR11362:SF25	NEUCR	Q7RXV8	3872898
PTHR23321:SF26	YEAST	P21771	851937
PTHR23321:SF26	SCHPO	O13602	2539962
PTHR23321:SF26	CANAL	Q5A9P2	NA
PTHR23321:SF26	CRYNJ	Q5KKT6	3256136
PTHR23321:SF26	NEUCR	Q1K5G1	3872988
PTHR43595:SF1	YEAST	P10662	851948
PTHR12059:SF5	YEAST	P32387	852014
PTHR12059:SF5	SCHPO	Q09727	2543038
PTHR12059:SF5	CANAL	Q5A8Y4	NA
PTHR12059:SF5	CRYNJ	Q5KAK2	3254119
PTHR12059:SF5	NEUCR	Q7SA60	3878692
PTHR13359:SF2	YEAST	P36527	852073
PTHR13359:SF2	CANAL	Q59QC1	3646495
PTHR13691:SF5	YEAST	P32611	856660
PTHR13691:SF5	SCHPO	Q9Y7P4	2539321
PTHR13691:SF5	CANAL	Q5A7P6	3640548
PTHR13691:SF5	CRYNJ	Q5KGY0	3257774
PTHR13691:SF5	NEUCR	Q7SCX7	3879999
PTHR13479:SF40	YEAST	P40033	856776
PTHR13479:SF40	SCHPO	Q9USL7	2538921
PTHR13479:SF40	CANAL	Q59KY7	3647994
PTHR13479:SF40	CRYNJ	Q5KBX5	3259394
PTHR13479:SF40	NEUCR	Q1K8E0	3877826
PTHR31601:SF2	YEAST	P19955	850610
PTHR31601:SF2	SCHPO	G2TRP3	14217457
PTHR31601:SF2	NEUCR	Q7S3Z3	3875591
PTHR12810:SF0	YEAST	Q01163	852748
PTHR12810:SF0	SCHPO	O59677	2540507
PTHR12810:SF0	CANAL	Q59S60	NA
PTHR12810:SF0	CRYNJ	Q5KNX8	3253250
PTHR12810:SF0	NEUCR	Q7SD06	3880028
PTHR28041:SF1	YEAST	P23369	852967
PTHR28041:SF1	SCHPO	Q9UUJ5	2542604
PTHR28041:SF1	CANAL	Q5ACG8	NA
PTHR28041:SF1	CRYNJ	Q5KFT9	3258326
PTHR28041:SF1	NEUCR	Q7SEK9	3880600
PTHR28158:SF1	YEAST	P53292	853075
PTHR28158:SF1	SCHPO	O60096	2539986
PTHR28158:SF1	CANAL	Q59ZG0	NA
PTHR28158:SF1	CANAL	Q59ZF9	NA
PTHR28158:SF1	CRYNJ	Q5KCM6	3259284
PTHR28158:SF1	NEUCR	Q7SHB2	3881703
PTHR11229:SF0	YEAST	P31334	853135
PTHR11229:SF0	SCHPO	Q9P6P6	2543386
PTHR11229:SF0	CANAL	Q5AAK4	NA
PTHR11229:SF0	CRYNJ	Q5KGQ8	3257793
PTHR11229:SF0	NEUCR	Q1K8T6	3879682
PTHR12534:SF0	YEAST	P32902	856384
PTHR12534:SF0	SCHPO	O13970	2541569
PTHR12534:SF0	CANAL	Q5A8K1	NA
PTHR12534:SF0	CRYNJ	Q5KI10	3257475
PTHR12534:SF0	NEUCR	V5ILE0	23568552
PTHR11655:SF14	YEAST	P32904	856552
PTHR11655:SF14	SCHPO	Q09865	2542846
PTHR11655:SF14	CANAL	Q5AAK3	NA
PTHR11655:SF14	CRYNJ	Q5KDQ4	3258738
PTHR11655:SF14	NEUCR	Q7RZF0	3873806
PTHR37799:SF1	YEAST	P40496	854715
PTHR37799:SF1	CRYNJ	Q5KIK7	3257439
PTHR37799:SF1	NEUCR	Q873E4	3872590
PTHR14413:SF16	YEAST	P22353	853382
PTHR14413:SF16	SCHPO	O94345	2540205
PTHR14413:SF16	CANAL	Q59RQ4	3646039
PTHR14413:SF16	CRYNJ	Q5KI31	3257014
PTHR14413:SF16	NEUCR	Q1K8C8	3877810
PTHR21349:SF0	YEAST	P40858	853349
PTHR21349:SF0	CANAL	Q5A5B9	NA
PTHR21349:SF0	CRYNJ	Q5KFC0	3258459
PTHR21349:SF0	NEUCR	Q7SGE5	3881306
PTHR43595:SF2	YEAST	P47141	853565
PTHR43595:SF2	SCHPO	O74379	2539915
PTHR43595:SF2	SCHPO	O74379	2540925
PTHR43595:SF2	SCHPO	O42919	2539915
PTHR43595:SF2	SCHPO	O42919	2540925
PTHR43595:SF2	CANAL	Q5AK82	3636507
PTHR43595:SF2	CANAL	Q5AJC9	3636507
PTHR43595:SF2	NEUCR	Q7S2H6	3875017
PTHR11205:SF19	YEAST	P47150	853578
PTHR11205:SF19	SCHPO	O13744	2542330
PTHR11205:SF19	CANAL	Q5AK02	3636472
PTHR11205:SF19	NEUCR	Q7S6M9	3876570
PTHR21011:SF1	YEAST	P28778	853867
PTHR21011:SF1	SCHPO	Q9UT82	2542478
PTHR21011:SF1	CANAL	Q5A4Z9	3641548
PTHR21011:SF1	CRYNJ	Q5KGD5	3257701
PTHR21011:SF1	NEUCR	Q7SB95	3879061
PTHR28271:SF1	YEAST	P14063	853720
PTHR28271:SF1	SCHPO	Q9UR27	2538813
PTHR28271:SF1	CANAL	Q5ALU1	3635733
PTHR28271:SF1	CRYNJ	Q5KBL1	3259416
PTHR28271:SF1	NEUCR	U9W8F2	3872743
PTHR13274:SF2	YEAST	P32388	853687
PTHR13274:SF2	SCHPO	C6Y4D2	9407293
PTHR13274:SF2	NEUCR	Q7RWZ7	3872427
PTHR11761:SF3	YEAST	P35996	853684
PTHR11761:SF3	SCHPO	O94292	2541232
PTHR11761:SF3	CANAL	Q59LB5	NA
PTHR11761:SF3	CRYNJ	Q5KJU6	3256135
PTHR11761:SF3	NEUCR	Q7SBJ8	3879173
PTHR28266:SF1	YEAST	P22354	853960
PTHR28266:SF1	SCHPO	O94723	2538991
PTHR28266:SF1	CANAL	Q59QT4	3646347
PTHR28266:SF1	CRYNJ	Q5KBA8	3259579
PTHR28266:SF1	NEUCR	Q1K6U7	3876996
PTHR28160:SF1	YEAST	P36523	851022
PTHR28160:SF1	SCHPO	Q9Y7Z7	2539929
PTHR28160:SF1	CANAL	Q59PD0	3646825
PTHR28160:SF1	CANAL	Q59M32	3646825
PTHR28160:SF1	CRYNJ	Q5KGU6	3257787
PTHR28160:SF1	NEUCR	Q7S1R6	3874677
PTHR21183:SF18	YEAST	P36517	851160
PTHR21183:SF18	SCHPO	P87232	2539502
PTHR21183:SF18	CANAL	Q59RP7	3646057
PTHR21183:SF18	CRYNJ	Q5KBH0	3259477
PTHR21183:SF18	NEUCR	Q7S910	3878206
PTHR15238:SF1	YEAST	P36533	855002
PTHR15238:SF1	NEUCR	V5IM60	23569806
PTHR10746:SF6	YEAST	P51998	854983
PTHR10746:SF6	SCHPO	O74801	2540449
PTHR10746:SF6	CANAL	Q5AFP9	NA
PTHR10746:SF6	CRYNJ	Q5KM69	3255565
PTHR10746:SF6	NEUCR	V5IPE9	3872899
PTHR11207:SF0	YEAST	P36516	855039
PTHR11207:SF0	SCHPO	O43042	2541040
PTHR11207:SF0	CANAL	Q5A798	3640722
PTHR11207:SF0	CRYNJ	Q5KJX5	3256739
PTHR11207:SF0	NEUCR	Q7SA88	3878653
PTHR11758:SF4	YEAST	Q03799	855190
PTHR11758:SF4	SCHPO	O74956	2539594
PTHR11758:SF4	CANAL	Q5ALN2	3635805
PTHR11758:SF4	NEUCR	Q7SHF3	3881758
PTHR10744:SF1	YEAST	Q03246	855226
PTHR10744:SF1	SCHPO	Q9UUB0	2540774
PTHR10744:SF1	CANAL	Q59SJ6	3645755
PTHR10744:SF1	CRYNJ	Q5KK21	3256624
PTHR10744:SF1	NEUCR	Q7S4E0	3875748
PTHR13528:SF2	YEAST	P36525	855231
PTHR13528:SF2	SCHPO	O60091	2539852
PTHR13528:SF2	CANAL	Q5AHG8	3637420
PTHR13528:SF2	NEUCR	Q7SC44	3879437
PTHR28236:SF1	YEAST	P19956	855265
PTHR28236:SF1	SCHPO	P62506	3361356
PTHR28236:SF1	NEUCR	Q7SGH0	3881313
PTHR15892:SF2	YEAST	P20084	855330
PTHR15892:SF2	SCHPO	O59856	2539139
PTHR15892:SF2	NEUCR	Q1K8Y7	3879767
PTHR15893:SF0	YEAST	P12687	855727
PTHR15893:SF0	SCHPO	Q9HDV5	2540102
PTHR15893:SF0	CANAL	Q5A092	NA
PTHR15893:SF0	CRYNJ	P0CQ48	3253901
PTHR15893:SF0	NEUCR	Q1K730	3877129
PTHR11831:SF4	YEAST	P27929	855585
PTHR11831:SF4	SCHPO	O60063	2540056
PTHR11831:SF4	CANAL	Q5A6Q6	3640974
PTHR11831:SF4	CRYNJ	Q5KLM6	3256053
PTHR11831:SF4	NEUCR	Q7SA90	3878675
PTHR13501:SF0	YEAST	P53881	855544
PTHR13501:SF0	SCHPO	O74464	2538941
PTHR13501:SF0	CANAL	Q59PH1	NA
PTHR13501:SF0	CRYNJ	Q5KG38	3257499
PTHR13501:SF0	NEUCR	Q7S5N0	3876204
PTHR11661:SF1	YEAST	P53875	855536
PTHR11661:SF1	SCHPO	Q9UTK2	2541549
PTHR11661:SF1	CANAL	Q5AAS9	3639497
PTHR11661:SF1	CRYNJ	Q5KMF3	3255790
PTHR11661:SF1	NEUCR	Q7RX40	3872464
PTHR13124:SF12	YEAST	P36528	855469
PTHR13124:SF12	SCHPO	O94398	2539103
PTHR13124:SF12	CANAL	Q59X93	3644128
PTHR13124:SF12	CRYNJ	Q5KK18	3256669
PTHR13124:SF12	NEUCR	Q7S1Z3	3874752
PTHR11759:SF3	YEAST	P42847	855410
PTHR11759:SF3	SCHPO	O13882	2542616
PTHR11759:SF3	CANAL	Q59W36	NA
PTHR11759:SF3	CRYNJ	Q5KBL3	3259537
PTHR11759:SF3	NEUCR	Q7SGU0	3881479
PTHR11652:SF1	YEAST	P53732	855772
PTHR11652:SF1	SCHPO	O14182	2543614
PTHR11652:SF1	CANAL	Q5AA46	3639824
PTHR11652:SF1	CRYNJ	Q5K6X0	3255535
PTHR11652:SF1	NEUCR	Q7S9I4	3878407
PTHR11880:SF8	YEAST	P53733	855773
PTHR11880:SF8	SCHPO	Q9US30	2542342
PTHR11880:SF8	CRYNJ	Q5K9H2	3254434
PTHR11880:SF8	NEUCR	Q1K8V2	3879752
PTHR11545:SF2	YEAST	Q12487	854321
PTHR11545:SF2	SCHPO	O60118	2540088
PTHR11545:SF2	CANAL	Q5A8Y6	3640222
PTHR11545:SF2	CRYNJ	Q5KM48	3255873
PTHR11545:SF2	NEUCR	Q7SBV6	3879252
PTHR12919:SF20	YEAST	Q02608	856094
PTHR12919:SF20	SCHPO	O43020	2541005
PTHR12919:SF20	CANAL	Q5AFQ6	NA
PTHR12919:SF20	CRYNJ	Q5K9N4	3254660
PTHR12919:SF20	NEUCR	P08580	3881382
PTHR28058:SF1	YEAST	Q02950	855985
PTHR28058:SF1	SCHPO	O43006	2540467
PTHR28058:SF1	SCHPO	O43006	2542037
PTHR28058:SF1	SCHPO	O42855	2540467
PTHR28058:SF1	SCHPO	O42855	2542037
PTHR28058:SF1	CANAL	Q59LM8	NA
PTHR21396:SF2	YEAST	Q06090	856214
PTHR21396:SF2	SCHPO	Q9UUC8	2540785
PTHR21396:SF2	CANAL	Q5A3J1	3642007
PTHR21396:SF2	CRYNJ	Q5KB51	3259707
PTHR21396:SF2	NEUCR	Q7S300	3875200
PTHR19836:SF19	YEAST	P10663	856295
PTHR19836:SF19	SCHPO	O42859	2541862
PTHR19836:SF19	CANAL	Q5AJZ7	3636498
PTHR19836:SF19	CRYNJ	Q5KM56	3255811
PTHR19836:SF19	NEUCR	Q7SF85	3880874
