FAMILY_ID	SPECIES	UNIPROT	ENTREZ
PTHR11502:SF6	YEAST	P0CX37	852479
PTHR11502:SF6	YEAST	P0CX37	856015
PTHR11502:SF6	SCHPO	P05752	2542870
PTHR11502:SF6	SCHPO	P05752	2543581
PTHR11502:SF6	SCHPO	Q9C0Z7	2542870
PTHR11502:SF6	SCHPO	Q9C0Z7	2543581
PTHR11502:SF6	EMENI	Q5BBW6	2874872
PTHR11502:SF6	ASHGO	Q74ZK3	4623165
PTHR11502:SF6	BATDJ	F4P032	18237373
PTHR11502:SF6	CANAL	Q5AMI6	NA
PTHR11502:SF6	CRYNJ	Q5KIJ1	3256894
PTHR11502:SF6	NEUCR	V5INQ2	3879571
PTHR11502:SF6	PUCGT	E3KN71	10544273
PTHR11502:SF6	SCLS1	A7EZI6	5484462
PTHR11502:SF6	USTMA	D1EAG2	NA
PTHR11502:SF6	YARLI	Q6C169	2907862
PTHR11831:SF5	YEAST	O13516	852487
PTHR11831:SF5	YEAST	O13516	856024
PTHR11831:SF5	YEAST	P05755	852487
PTHR11831:SF5	YEAST	P05755	856024
PTHR11831:SF5	SCHPO	O59675	2540367
PTHR11831:SF5	SCHPO	O59675	2542629
PTHR11831:SF5	SCHPO	Q09757	2540367
PTHR11831:SF5	SCHPO	Q09757	2542629
PTHR11831:SF5	EMENI	Q5B3S7	2872602
PTHR11831:SF5	ASHGO	Q758L6	4620788
PTHR11831:SF5	BATDJ	F4PE88	18240238
PTHR11831:SF5	CANAL	Q5AHT2	NA
PTHR11831:SF5	CRYNJ	Q5KGW0	3257503
PTHR11831:SF5	NEUCR	Q7SDY7	3880382
PTHR11831:SF5	PUCGT	E3K972	10539877
PTHR11831:SF5	SCLS1	A7EI70	5490250
PTHR11831:SF5	SCLS1	A7EI70	5491163
PTHR11831:SF5	SCLS1	A7EFC1	5490250
PTHR11831:SF5	SCLS1	A7EFC1	5491163
PTHR11831:SF5	USTMA	D1E1L6	NA
PTHR11831:SF5	YARLI	Q6C2S5	2907932
PTHR20981:SF6	YEAST	Q02753	852489
PTHR20981:SF6	YEAST	Q02753	856026
PTHR20981:SF6	YEAST	Q12672	852489
PTHR20981:SF6	YEAST	Q12672	856026
PTHR20981:SF6	SCHPO	Q9UUC1	2540950
PTHR20981:SF6	SCHPO	Q9UUC1	2543337
PTHR20981:SF6	SCHPO	O42706	2540950
PTHR20981:SF6	SCHPO	O42706	2543337
PTHR20981:SF6	EMENI	Q5B3S8	2872596
PTHR20981:SF6	ASHGO	Q758L5	4620789
PTHR20981:SF6	BATDJ	F4PE89	18239999
PTHR20981:SF6	CRYNJ	Q5KGV9	3257826
PTHR20981:SF6	NEUCR	Q7SDY8	3880381
PTHR20981:SF6	PUCGT	E3K971	10539876
PTHR20981:SF6	SCLS1	A7EFC2	5490731
PTHR20981:SF6	USTMA	D1E605	NA
PTHR20981:SF6	YARLI	Q6C2S6	2907931
PTHR11759:SF1	YEAST	P06367	850397
PTHR11759:SF1	YEAST	P06367	853248
PTHR11759:SF1	YEAST	P39516	850397
PTHR11759:SF1	YEAST	P39516	853248
PTHR11759:SF1	SCHPO	P0CT56	2540817
PTHR11759:SF1	SCHPO	P0CT56	5802781
PTHR11759:SF1	SCHPO	P0CT57	2540817
PTHR11759:SF1	SCHPO	P0CT57	5802781
PTHR11759:SF1	EMENI	Q5B0H0	2870892
PTHR11759:SF1	ASHGO	Q758E0	4620895
PTHR11759:SF1	BATDJ	F4P8J3	18243883
PTHR11759:SF1	CRYNJ	Q5KFT0	3258345
PTHR11759:SF1	NEUCR	P19115	3879099
PTHR11759:SF1	PUCGT	E3KZG7	10534446
PTHR11759:SF1	PUCGT	E3KZG7	10540207
PTHR11759:SF1	PUCGT	E3KZG7	10545259
PTHR11759:SF1	PUCGT	E3KPZ9	10534446
PTHR11759:SF1	PUCGT	E3KPZ9	10540207
PTHR11759:SF1	PUCGT	E3KPZ9	10545259
PTHR11759:SF1	PUCGT	E3JWG6	10534446
PTHR11759:SF1	PUCGT	E3JWG6	10540207
PTHR11759:SF1	PUCGT	E3JWG6	10545259
PTHR11759:SF1	SCLS1	A7E468	5494675
PTHR11759:SF1	USTMA	D1C5Y8	NA
PTHR11759:SF1	YARLI	Q6CA55	2911038
PTHR12010:SF2	YEAST	P41058	851104
PTHR12010:SF2	YEAST	P41058	851498
PTHR12010:SF2	YEAST	P41057	851104
PTHR12010:SF2	YEAST	P41057	851498
PTHR12010:SF2	SCHPO	O74329	2539643
PTHR12010:SF2	EMENI	C8V7J5	NA
PTHR12010:SF2	ASHGO	Q757G1	4621114
PTHR12010:SF2	BATDJ	F4NZV5	18236449
PTHR12010:SF2	CRYNJ	Q5KK46	3256416
PTHR12010:SF2	NEUCR	Q9C2P2	3877589
PTHR12010:SF2	PUCGT	E3JTS1	10543118
PTHR12010:SF2	SCLS1	A7EE42	5492038
PTHR12010:SF2	USTMA	D1CQP4	NA
PTHR12010:SF2	YARLI	Q6CFB0	2906969
PTHR10956:SF0	YEAST	P0C2H8	851122
PTHR10956:SF0	YEAST	P0C2H8	851484
PTHR10956:SF0	YEAST	P0C2H9	851122
PTHR10956:SF0	YEAST	P0C2H9	851484
PTHR10956:SF0	SCHPO	Q9URX6	2543475
PTHR10956:SF0	EMENI	C8VGD2	NA
PTHR10956:SF0	ASHGO	Q757D7	4621140
PTHR10956:SF0	BATDJ	F4NTD7	18237058
PTHR10956:SF0	CRYNJ	Q5KNE0	3253203
PTHR10956:SF0	NEUCR	Q7RW15	3881387
PTHR10956:SF0	PUCGT	E3L6U4	10537763
PTHR10956:SF0	SCLS1	A7F2M9	5483147
PTHR10956:SF0	USTMA	D1CZR0	NA
PTHR10956:SF0	YARLI	Q6C4Q8	2912549
PTHR21141:SF36	YEAST	P05318	851478
PTHR21141:SF36	SCHPO	Q9UU78	2539598
PTHR21141:SF36	SCHPO	Q9UU78	2540299
PTHR21141:SF36	SCHPO	Q9UU78	2543217
PTHR21141:SF36	SCHPO	P17476	2539598
PTHR21141:SF36	SCHPO	P17476	2540299
PTHR21141:SF36	SCHPO	P17476	2543217
PTHR21141:SF36	SCHPO	P17477	2539598
PTHR21141:SF36	SCHPO	P17477	2540299
PTHR21141:SF36	SCHPO	P17477	2543217
PTHR21141:SF36	EMENI	Q5B161	2872009
PTHR21141:SF36	ASHGO	Q759M0	4620514
PTHR21141:SF36	BATDJ	F4P184	18236518
PTHR21141:SF36	CANAL	Q9HFQ7	3636839
PTHR21141:SF36	CANAL	Q5A0A6	3636839
PTHR21141:SF36	CRYNJ	Q5KNI7	3253978
PTHR21141:SF36	NEUCR	Q7S796	3876822
PTHR21141:SF36	PUCGT	E3KYL1	10547213
PTHR21141:SF36	SCLS1	A7EZ61	5484595
PTHR21141:SF36	USTMA	D1EBT5	NA
PTHR21141:SF36	YARLI	Q6CDT9	2906701
PTHR21141:SF36	YARLI	Q6CDT9	2906723
PTHR21141:SF36	YARLI	Q6CEU7	2906701
PTHR21141:SF36	YARLI	Q6CEU7	2906723
PTHR11722:SF0	YEAST	Q12690	851477
PTHR11722:SF0	YEAST	Q12690	855173
PTHR11722:SF0	YEAST	P40212	851477
PTHR11722:SF0	YEAST	P40212	855173
PTHR11722:SF0	SCHPO	O74175	2543553
PTHR11722:SF0	EMENI	Q5AXH7	2869986
PTHR11722:SF0	ASHGO	Q759L9	4620515
PTHR11722:SF0	BATDJ	F4P0I3	18241571
PTHR11722:SF0	CANAL	O59931	3636841
PTHR11722:SF0	CRYNJ	Q5K7W8	3255287
PTHR11722:SF0	NEUCR	Q7S709	3876663
PTHR11722:SF0	PUCGT	E3JSK6	10547261
PTHR11722:SF0	SCLS1	A7EC56	5492323
PTHR11722:SF0	USTMA	D1DXS9	NA
PTHR11722:SF0	YARLI	Q6CEU6	2906719
PTHR21569:SF4	YEAST	P0CX52	851476
PTHR21569:SF4	YEAST	P0CX52	855174
PTHR21569:SF4	YEAST	P0CX51	851476
PTHR21569:SF4	YEAST	P0CX51	855174
PTHR21569:SF4	SCHPO	P0CT64	2540812
PTHR21569:SF4	SCHPO	P0CT64	2543559
PTHR21569:SF4	SCHPO	P0CT65	2540812
PTHR21569:SF4	SCHPO	P0CT65	2543559
PTHR21569:SF4	EMENI	C8V3D8	NA
PTHR21569:SF4	ASHGO	Q759L8	4620516
PTHR21569:SF4	BATDJ	F4P0I4	18240158
PTHR21569:SF4	CRYNJ	Q5KM68	3255683
PTHR21569:SF4	NEUCR	Q7SFJ9	3880988
PTHR21569:SF4	PUCGT	E3KBT0	10533433
PTHR21569:SF4	SCLS1	A7E466	5494673
PTHR21569:SF4	USTMA	D1E827	NA
PTHR21569:SF4	YARLI	Q6CEU5	2906720
PTHR21141:SF78	YEAST	P10622	851427
PTHR21141:SF78	ASHGO	Q754A9	4621962
PTHR13872:SF3	YEAST	P0CX85	851336
PTHR13872:SF3	YEAST	P0CX85	851419
PTHR13872:SF3	YEAST	P0CX84	851336
PTHR13872:SF3	YEAST	P0CX84	851419
PTHR13872:SF3	SCHPO	O74904	2539308
PTHR13872:SF3	EMENI	Q5BE02	2877009
PTHR13872:SF3	ASHGO	Q75A25	4620340
PTHR13872:SF3	BATDJ	F4P643	18238917
PTHR13872:SF3	CRYNJ	Q5KN73	3253662
PTHR13872:SF3	NEUCR	A7UW39	5847742
PTHR13872:SF3	PUCGT	E3KS68	10542386
PTHR13872:SF3	SCLS1	A7END6	5488507
PTHR13872:SF3	USTMA	D1EDR7	NA
PTHR13872:SF3	YARLI	Q6CHD7	2905984
PTHR11885:SF6	YEAST	P05756	851636
PTHR11885:SF6	SCHPO	P28189	2542108
PTHR11885:SF6	EMENI	C8V1L4	NA
PTHR11885:SF6	ASHGO	Q750I1	4622935
PTHR11885:SF6	BATDJ	F4NSB7	18239881
PTHR11885:SF6	CRYNJ	Q5KIJ0	3257008
PTHR11885:SF6	NEUCR	Q7SDH0	3880192
PTHR11885:SF6	PUCGT	E3KN70	10544272
PTHR11885:SF6	SCLS1	A7ECE6	5493037
PTHR11885:SF6	USTMA	D1EDG3	NA
PTHR11885:SF6	YARLI	Q6C242	2908176
PTHR21141:SF5	YEAST	P02400	851990
PTHR21141:SF5	SCHPO	O14317	2540587
PTHR21141:SF5	SCHPO	O14317	2541296
PTHR21141:SF5	SCHPO	O14317	2543051
PTHR21141:SF5	SCHPO	P17478	2540587
PTHR21141:SF5	SCHPO	P17478	2541296
PTHR21141:SF5	SCHPO	P17478	2543051
PTHR21141:SF5	SCHPO	P08094	2540587
PTHR21141:SF5	SCHPO	P08094	2541296
PTHR21141:SF5	SCHPO	P08094	2543051
PTHR21141:SF5	EMENI	Q5B0D4	2871104
PTHR21141:SF5	ASHGO	Q754C5	4621944
PTHR21141:SF5	BATDJ	F4NTD8	18241805
PTHR21141:SF5	CANAL	Q5ANH5	3635195
PTHR21141:SF5	CRYNJ	Q5KFD2	3258469
PTHR21141:SF5	NEUCR	Q7SGE3	3881308
PTHR21141:SF5	SCLS1	A7E8S1	5493370
PTHR21141:SF5	USTMA	D1CLB4	NA
PTHR21141:SF5	YARLI	Q6C2R2	2908489
PTHR11661:SF2	YEAST	P0CX54	852026
PTHR11661:SF2	YEAST	P0CX54	856656
PTHR11661:SF2	YEAST	P0CX53	852026
PTHR11661:SF2	YEAST	P0CX53	856656
PTHR11661:SF2	SCHPO	P0CT83	2539010
PTHR11661:SF2	SCHPO	P0CT83	2539186
PTHR11661:SF2	SCHPO	P0CT84	2539010
PTHR11661:SF2	SCHPO	P0CT84	2539186
PTHR11661:SF2	EMENI	C8VUJ2	NA
PTHR11661:SF2	ASHGO	Q75EE7	4618584
PTHR11661:SF2	BATDJ	F4P8P3	18244036
PTHR11661:SF2	CANAL	Q5AJF7	3636659
PTHR11661:SF2	CRYNJ	Q5KJC9	3256329
PTHR11661:SF2	NEUCR	Q9C285	3877563
PTHR11661:SF2	PUCGT	E3KXR8	10546682
PTHR11661:SF2	SCLS1	A7F4F4	5482543
PTHR11661:SF2	USTMA	D1CTS8	NA
PTHR11661:SF2	YARLI	Q6C955	2910266
PTHR10732:SF0	YEAST	P14127	852058
PTHR10732:SF0	YEAST	P14127	854984
PTHR10732:SF0	YEAST	P02407	852058
PTHR10732:SF0	YEAST	P02407	854984
PTHR10732:SF0	SCHPO	Q9P7J6	2539331
PTHR10732:SF0	SCHPO	Q9P7J6	2541229
PTHR10732:SF0	SCHPO	O42984	2539331
PTHR10732:SF0	SCHPO	O42984	2541229
PTHR10732:SF0	EMENI	Q5B0F1	2870887
PTHR10732:SF0	ASHGO	Q756E6	4621388
PTHR10732:SF0	BATDJ	F4P3E3	18243213
PTHR10732:SF0	CRYNJ	Q5KIH4	3257168
PTHR10732:SF0	NEUCR	P27770	3877983
PTHR10732:SF0	PUCGT	E3KHH1	10532433
PTHR10732:SF0	PUCGT	E3KHH1	10532446
PTHR10732:SF0	SCLS1	A7ESH0	5486524
PTHR10732:SF0	USTMA	D1CX22	NA
PTHR10732:SF0	YARLI	Q6C1P8	2907788
PTHR10871:SF3	YEAST	P0CX55	852061
PTHR10871:SF3	YEAST	P0CX55	854982
PTHR10871:SF3	YEAST	P0CX56	852061
PTHR10871:SF3	YEAST	P0CX56	854982
PTHR10871:SF3	SCHPO	P0CT66	2540180
PTHR10871:SF3	SCHPO	P0CT66	3361064
PTHR10871:SF3	SCHPO	P0CT67	2540180
PTHR10871:SF3	SCHPO	P0CT67	3361064
PTHR10871:SF3	EMENI	Q5B1Y9	2871718
PTHR10871:SF3	ASHGO	Q756F0	4621384
PTHR10871:SF3	BATDJ	F4PBE5	18244346
PTHR10871:SF3	CANAL	Q5AFQ0	NA
PTHR10871:SF3	CRYNJ	Q5KA46	3254226
PTHR10871:SF3	NEUCR	Q7RXX0	3872941
PTHR10871:SF3	PUCGT	E3K1J4	10541799
PTHR10871:SF3	SCLS1	A7F4H7	5482643
PTHR10871:SF3	USTMA	D1E9T3	NA
PTHR10871:SF3	YARLI	Q6C8D2	2910773
PTHR10497:SF0	YEAST	P0C2H6	852082
PTHR10497:SF0	YEAST	P0C2H6	856401
PTHR10497:SF0	YEAST	P0C2H7	852082
PTHR10497:SF0	YEAST	P0C2H7	856401
PTHR10497:SF0	SCHPO	O74538	2539336
PTHR10497:SF0	SCHPO	O74538	2541156
PTHR10497:SF0	SCHPO	O14388	2539336
PTHR10497:SF0	SCHPO	O14388	2541156
PTHR10497:SF0	EMENI	Q5B5F8	2873643
PTHR10497:SF0	ASHGO	Q753B1	4622233
PTHR10497:SF0	BATDJ	F4P906	18239139
PTHR10497:SF0	CRYNJ	Q5KN65	3253526
PTHR10497:SF0	NEUCR	Q1K580	3872758
PTHR10497:SF0	PUCGT	E3L5Q7	10531829
PTHR10497:SF0	SCLS1	A7F0Y2	5484010
PTHR10497:SF0	USTMA	D1C9X3	NA
PTHR10497:SF0	YARLI	Q6CFL3	2907215
PTHR10768:SF11	YEAST	P51402	852111
PTHR10768:SF11	ASHGO	Q751Y7	4622525
PTHR10759:SF0	YEAST	P40525	854759
PTHR10759:SF0	YEAST	P40525	856784
PTHR10759:SF0	YEAST	P87262	854759
PTHR10759:SF0	YEAST	P87262	856784
PTHR10759:SF0	SCHPO	O42846	2538815
PTHR10759:SF0	SCHPO	O42846	2541989
PTHR10759:SF0	SCHPO	Q9URT8	2538815
PTHR10759:SF0	SCHPO	Q9URT8	2541989
PTHR10759:SF0	EMENI	Q5B4K8	2872322
PTHR10759:SF0	ASHGO	Q75AK5	4620160
PTHR10759:SF0	BATDJ	F4NWH6	18242383
PTHR10759:SF0	CRYNJ	Q5KN25	3253860
PTHR10759:SF0	NEUCR	Q7RVY8	3879257
PTHR10759:SF0	PUCGT	E3JZG7	10538320
PTHR10759:SF0	SCLS1	A7ED20	5491636
PTHR10759:SF0	USTMA	D1E0Q5	NA
PTHR10759:SF0	YARLI	Q6CD02	2909552
PTHR10496:SF0	YEAST	P0CX31	854741
PTHR10496:SF0	YEAST	P0CX31	856805
PTHR10496:SF0	YEAST	P0CX32	854741
PTHR10496:SF0	YEAST	P0CX32	856805
PTHR10496:SF0	SCHPO	O13784	2539848
PTHR10496:SF0	SCHPO	O13784	2542430
PTHR10496:SF0	SCHPO	O59865	2539848
PTHR10496:SF0	SCHPO	O59865	2542430
PTHR10496:SF0	EMENI	Q5ARI3	2868038
PTHR10496:SF0	ASHGO	Q75CG2	4619486
PTHR10496:SF0	BATDJ	F4NWL3	18242536
PTHR10496:SF0	CANAL	Q5A7K0	3640568
PTHR10496:SF0	CRYNJ	Q5KI23	3256860
PTHR10496:SF0	NEUCR	Q1K5V9	3873582
PTHR10496:SF0	PUCGT	E3KHX8	10532593
PTHR10496:SF0	SCLS1	A7E6M6	5495166
PTHR10496:SF0	USTMA	D1DYM0	NA
PTHR10496:SF0	YARLI	Q6C962	2910259
PTHR12538:SF0	YEAST	P39939	852686
PTHR12538:SF0	YEAST	P39939	856868
PTHR12538:SF0	YEAST	P39938	852686
PTHR12538:SF0	YEAST	P39938	856868
PTHR12538:SF0	SCHPO	Q9UTG4	2542538
PTHR12538:SF0	SCHPO	Q9UTG4	2543085
PTHR12538:SF0	SCHPO	Q9UT56	2542538
PTHR12538:SF0	SCHPO	Q9UT56	2543085
PTHR12538:SF0	EMENI	Q5B165	2872004
PTHR12538:SF0	ASHGO	Q753X8	4621999
PTHR12538:SF0	CANAL	Q5ALV6	3635787
PTHR12538:SF0	CRYNJ	Q5KCP3	3259324
PTHR12538:SF0	NEUCR	P21772	3872091
PTHR12538:SF0	PUCGT	E3L748	10538035
PTHR12538:SF0	SCLS1	A7F0B9	5484159
PTHR12538:SF0	USTMA	D1DX45	NA
PTHR12538:SF0	YARLI	Q6C5A4	2911775
PTHR10064:SF0	YEAST	P05749	850509
PTHR10064:SF0	YEAST	P05749	850750
PTHR10064:SF0	YEAST	P56628	850509
PTHR10064:SF0	YEAST	P56628	850750
PTHR10064:SF0	SCHPO	Q09668	2543021
PTHR10064:SF0	EMENI	C8V8L0	NA
PTHR10064:SF0	ASHGO	Q75BQ0	4619755
PTHR10064:SF0	CRYNJ	Q5KHN0	3256983
PTHR10064:SF0	NEUCR	Q1K6Z3	3877064
PTHR10064:SF0	PUCGT	E3JTK2	10542793
PTHR10064:SF0	SCLS1	A7EYC1	5484783
PTHR10064:SF0	USTMA	D1CH31	NA
PTHR10064:SF0	YARLI	B5FVG4	7009590
PTHR13691:SF16	YEAST	P0CX46	850590
PTHR13691:SF16	YEAST	P0CX46	854794
PTHR13691:SF16	YEAST	P0CX45	850590
PTHR13691:SF16	YEAST	P0CX45	854794
PTHR13691:SF16	SCHPO	P0CT71	2540366
PTHR13691:SF16	SCHPO	P0CT71	2541191
PTHR13691:SF16	SCHPO	P0CT71	5802952
PTHR13691:SF16	SCHPO	P0CT70	2540366
PTHR13691:SF16	SCHPO	P0CT70	2541191
PTHR13691:SF16	SCHPO	P0CT70	5802952
PTHR13691:SF16	SCHPO	P0CT72	2540366
PTHR13691:SF16	SCHPO	P0CT72	2541191
PTHR13691:SF16	SCHPO	P0CT72	5802952
PTHR13691:SF16	EMENI	C8VN22	NA
PTHR13691:SF16	ASHGO	Q75AP7	4620112
PTHR13691:SF16	BATDJ	F4NWD2	18240141
PTHR13691:SF16	CRYNJ	Q5K8Z3	3254806
PTHR13691:SF16	NEUCR	Q7RVQ9	3873446
PTHR13691:SF16	PUCGT	E3KEB2	10530028
PTHR13691:SF16	SCLS1	A7E5M3	5495102
PTHR13691:SF16	USTMA	D1BUQ0	NA
PTHR13691:SF16	YARLI	Q6C0H1	2908410
PTHR12884:SF0	YEAST	P05747	850592
PTHR12884:SF0	SCHPO	Q92366	2541172
PTHR12884:SF0	EMENI	C8VUC5	NA
PTHR12884:SF0	ASHGO	Q75AP5	4620114
PTHR12884:SF0	BATDJ	F4NUX4	18242072
PTHR12884:SF0	CRYNJ	Q5KDL6	3258878
PTHR12884:SF0	NEUCR	Q7RZP9	3873924
PTHR12884:SF0	PUCGT	E3K484	10530910
PTHR12884:SF0	PUCGT	E3K484	10537463
PTHR12884:SF0	PUCGT	E3KSE4	10530910
PTHR12884:SF0	PUCGT	E3KSE4	10537463
PTHR12884:SF0	SCLS1	A7ENV0	5487704
PTHR12884:SF0	USTMA	D1CAF4	NA
PTHR12884:SF0	YARLI	Q6C2F1	2908501
PTHR11449:SF1	YEAST	P14120	852853
PTHR11449:SF1	SCHPO	P52808	2542661
PTHR11449:SF1	SCHPO	P52808	2542848
PTHR11449:SF1	SCHPO	Q9UTP0	2542661
PTHR11449:SF1	SCHPO	Q9UTP0	2542848
PTHR11449:SF1	EMENI	Q5B048	2870860
PTHR11449:SF1	ASHGO	Q752U5	4622304
PTHR11449:SF1	BATDJ	F4NW17	18242437
PTHR11449:SF1	CRYNJ	Q5KPM8	3253567
PTHR11449:SF1	NEUCR	Q7S7F1	3876935
PTHR11449:SF1	PUCGT	E3KDN6	10529851
PTHR11449:SF1	SCLS1	A7EJK8	5489870
PTHR11449:SF1	USTMA	D1DSC3	NA
PTHR11449:SF1	YARLI	Q6C4U7	2912304
PTHR10792:SF1	YEAST	P24000	852852
PTHR10792:SF1	YEAST	P24000	853051
PTHR10792:SF1	YEAST	P04449	852852
PTHR10792:SF1	YEAST	P04449	853051
PTHR10792:SF1	SCHPO	Q92354	2538849
PTHR10792:SF1	SCHPO	Q92354	2541570
PTHR10792:SF1	SCHPO	O74884	2538849
PTHR10792:SF1	SCHPO	O74884	2541570
PTHR10792:SF1	EMENI	Q5ASM6	2868527
PTHR10792:SF1	ASHGO	Q752U6	4622303
PTHR10792:SF1	BATDJ	F4P3U1	18243235
PTHR10792:SF1	CANAL	Q5A6A1	3641174
PTHR10792:SF1	CRYNJ	Q5KDS7	3258859
PTHR10792:SF1	NEUCR	Q7SDU2	3880348
PTHR10792:SF1	PUCGT	E3KY61	10546901
PTHR10792:SF1	SCLS1	A7F9B3	5480967
PTHR10792:SF1	USTMA	D1E9H0	NA
PTHR10792:SF1	YARLI	Q6C4U6	2912307
PTHR11524:SF16	YEAST	Q12213	852804
PTHR11524:SF16	YEAST	Q12213	855903
PTHR11524:SF16	YEAST	P05737	852804
