pub_og_id	organism_taxid	org	int_prot_id	pub_gene_id
EOG092625U6	367110	Ncra	367110:0022be	Q7SD06
EOG092625U6	559292	Scer	559292:000eb6	RSM23
EOG09265D6N	237561	Calb	237561:001c99	Q5ACG8
EOG09265D6N	284812	Spom	284812:000a2c	mrpl25
EOG09265D6N	367110	Ncra	367110:00057f	Q7SEK9
EOG09265D6N	559292	Scer	559292:000db5	MRPL25
EOG09263RGP	559292	Scer	559292:000eaf	MRP13
EOG09263DEB	237561	Calb	237561:0012c5	Q59ZF9
EOG09263DEB	237561	Calb	237561:00105a	Q59ZG0
EOG09263DEB	367110	Ncra	367110:001a17	Q7SHB2
EOG09263DEB	559292	Scer	559292:000ebd	MRPS35
EOG092642CB	214684	Cneo	214684:0004f5	Q5KGQ8
EOG092642CB	237561	Calb	237561:001cb5	MRPL9
EOG092642CB	284812	Spom	284812:000a21	mrpl9
EOG092642CB	367110	Ncra	367110:001092	Q1K8T6
EOG092642CB	559292	Scer	559292:000da9	MRPL9
EOG09263J7D	214684	Cneo	214684:0006fb	Q5KI10
EOG09263J7D	237561	Calb	237561:0009dd	MRP4
EOG09263J7D	284812	Spom	284812:000ae4	mrp4
EOG09263J7D	367110	Ncra	367110:000f7d	V5ILE0
EOG09263J7D	559292	Scer	559292:000ea1	MRP4
EOG09265287	214684	Cneo	214684:000e9e	Q5KDQ4
EOG09265287	237561	Calb	237561:0021da	MRPL6
EOG09265287	284812	Spom	284812:000a1e	mrpl16
EOG09265287	367110	Ncra	367110:0012de	Q7RZF0
EOG09265287	559292	Scer	559292:000da6	MRPL6
EOG09264X41	214684	Cneo	214684:00089b	Q5KIK7
EOG09264X41	237561	Calb	237561:0002b5	RSM25
EOG09264X41	284812	Spom	284812:000af4	rsm25
EOG09264X41	367110	Ncra	367110:0002a1	rsm-25
EOG09264X41	559292	Scer	559292:000eb8	RSM25
EOG09264MZ1	214684	Cneo	214684:000c72	Q5KI31
EOG09264MZ1	237561	Calb	237561:000951	MRPL8
EOG09264MZ1	284812	Spom	284812:000a20	mrpl8
EOG09264MZ1	367110	Ncra	367110:000839	Q1K8C8
EOG09264MZ1	559292	Scer	559292:000da8	MRPL8
EOG09264H3X	214684	Cneo	214684:0012ee	Q5KFC0
EOG09264H3X	237561	Calb	237561:00080a	Q5A5B9
EOG09264H3X	367110	Ncra	367110:0021da	Q7SGE5
EOG09264H3X	559292	Scer	559292:000dd5	MRPL49
EOG09264R1U	237561	Calb	237561:000720	RSM7
EOG09264R1U	284812	Spom	284812:000ae7	rsm7
EOG09264R1U	367110	Ncra	367110:001fdd	Q7S6M9
EOG09264R1U	559292	Scer	559292:000ea4	RSM7
EOG092659I4	214684	Cneo	214684:001244	Q5KGD5
EOG092659I4	237561	Calb	237561:0009c8	Q5A4Z9
EOG092659I4	284812	Spom	284812:000ae6	mrp17
EOG092659I4	367110	Ncra	367110:00142e	Q7SB95
EOG092659I4	559292	Scer	559292:000ea3	MRP17
EOG09265JGZ	214684	Cneo	214684:000b70	Q5KBL1
EOG09265JGZ	237561	Calb	237561:000d98	Q5ALU1
EOG09265JGZ	284812	Spom	284812:000a2f	mrpl31
EOG09265JGZ	367110	Ncra	367110:001de0	U9W8F2
EOG09265JGZ	559292	Scer	559292:000db8	MRPL31
EOG09265KPN	284812	Spom	284812:000a3a	mrp49
EOG09265KPN	367110	Ncra	367110:000ad7	Q7RWZ7
EOG09265KPN	559292	Scer	559292:000dc4	MRP49
EOG09265HP0	214684	Cneo	214684:000c27	Q5KJU6
EOG09265HP0	237561	Calb	237561:001f18	MRPL38
EOG09265HP0	284812	Spom	284812:000a36	mrpl38
EOG09265HP0	367110	Ncra	367110:001a3e	Q7SBJ8
EOG09265HP0	559292	Scer	559292:000dbf	MRPL38
EOG09263TAV	559292	Scer	559292:000dac	MRPL13
EOG09264SMZ	237561	Calb	237561:000fc2	Q59QT4
EOG09264SMZ	284812	Spom	284812:000a28	mrpl20
EOG09264SMZ	367110	Ncra	367110:0023c5	Q1K6U7
EOG09264SMZ	559292	Scer	559292:000db1	MRPL20
EOG0926536H	237561	Calb	237561:0006fa	Q59PD0
EOG0926536H	237561	Calb	237561:0006f8	Q59M32
EOG0926536H	284812	Spom	284812:000a24	mrp15
EOG0926536H	367110	Ncra	367110:001b10	Q7S1R6
EOG0926536H	559292	Scer	559292:000dad	MRPL15
EOG09264BWL	214684	Cneo	214684:000ddc	Q5KBH0
EOG09264BWL	237561	Calb	237561:00029e	MRPL4
EOG09264BWL	284812	Spom	284812:000a1d	mrpl4
EOG09264BWL	367110	Ncra	367110:00027c	mrpl-4
EOG09264BWL	559292	Scer	559292:000da5	MRPL4
EOG09265SRT	214684	Cneo	214684:000c46	Q5KA90
EOG09265SRT	284812	Spom	284812:000a37	mrpl39
EOG09265SRT	367110	Ncra	367110:001452	V5IM60
EOG09265SRT	559292	Scer	559292:000dc0	MRPL39
EOG09264NNY	214684	Cneo	214684:0007ad	Q5KM69
EOG09264NNY	237561	Calb	237561:002152	Q5AFP9
EOG09264NNY	284812	Spom	284812:000a05	yml6
EOG09264NNY	367110	Ncra	367110:000fe0	V5IMN1
EOG09264NNY	367110	Ncra	367110:000aea	V5IPE9
EOG09264NNY	559292	Scer	559292:000d8e	YML6
EOG09263CGP	214684	Cneo	214684:000441	Q5KJX5
EOG09263CGP	237561	Calb	237561:000b27	Q5A798
EOG09263CGP	284812	Spom	284812:000a1c	mrpl3
EOG09263CGP	367110	Ncra	367110:001d3b	Q7SA88
EOG09263CGP	559292	Scer	559292:000da4	MRPL3
EOG092650I8	237561	Calb	237561:000577	Q5ALN2
EOG092650I8	284812	Spom	284812:000ae8	mrps8
EOG092650I8	367110	Ncra	367110:0020b1	Q7SHF3
EOG092650I8	559292	Scer	559292:000ea5	MRPS8
EOG09264S9R	214684	Cneo	214684:0002f9	Q5KK21
EOG09264S9R	237561	Calb	237561:0008ce	Q59SJ6
EOG09264S9R	367110	Ncra	367110:0014fc	Q7S4E0
EOG09264S9R	559292	Scer	559292:000eb1	MRPS17
EOG09263ZBJ	237561	Calb	237561:0006e1	Q5AHG8
EOG09263ZBJ	284812	Spom	284812:000a2b	mrpl24
EOG09263ZBJ	367110	Ncra	367110:000bb9	Q7SC44
EOG09263ZBJ	559292	Scer	559292:000db4	MRPL24
EOG09265O72	284812	Spom	284812:000a39	mrpl44
EOG09265O72	367110	Ncra	367110:001a71	Q7SGH0
EOG09265O72	559292	Scer	559292:000dc3	MRPL44
EOG09265NEQ	284812	Spom	284812:000a31	mrpl33
EOG09265NEQ	367110	Ncra	367110:002157	Q1K8Y7
EOG09265NEQ	559292	Scer	559292:000dba	MRPL33
EOG09264ZDZ	214684	Cneo	214684:00011d	RPL27
EOG09264ZDZ	237561	Calb	237561:0022f7	Q5A092
EOG09264ZDZ	284812	Spom	284812:000a1b	mrp7
EOG09264ZDZ	367110	Ncra	367110:0023c6	Q1K730
EOG09264ZDZ	559292	Scer	559292:000da3	MRP7
EOG09265BFD	214684	Cneo	214684:000edc	Q5KNY7
EOG09265BFD	284812	Spom	284812:00072d	new15
EOG09265BFD	559292	Scer	559292:00187c	P53921
EOG092651FJ	214684	Cneo	214684:000f39	Q5KLM6
EOG092651FJ	237561	Calb	237561:00044e	Q5A6Q6
EOG092651FJ	284812	Spom	284812:000eef	nam9
EOG092651FJ	367110	Ncra	367110:0007b0	Q7SA90
EOG092651FJ	559292	Scer	559292:0009d0	NAM9
EOG09264LC7	214684	Cneo	214684:00136e	Q5KG38
EOG09264LC7	237561	Calb	237561:001b63	MRPL22
EOG09264LC7	237561	Calb	237561:001afb	MRPL22
EOG09264LC7	284812	Spom	284812:000a29	mrpl22
EOG09264LC7	367110	Ncra	367110:00234a	Q7S5N0
EOG09264LC7	559292	Scer	559292:000db2	MRPL22
EOG09265BG5	214684	Cneo	214684:00024b	Q5KMF3
EOG09265BG5	237561	Calb	237561:000800	MRPL19
EOG09265BG5	284812	Spom	284812:000a27	mrpl19
EOG09265BG5	367110	Ncra	367110:001660	Q7RX40
EOG09265BG5	559292	Scer	559292:000db0	MRPL19
EOG09263FAK	214684	Cneo	214684:0007f2	Q5KK18
EOG09263FAK	237561	Calb	237561:00122d	Q59X93
EOG09263FAK	284812	Spom	284812:000a26	mrpl17
EOG09263FAK	367110	Ncra	367110:002725	Q7S1Z3
EOG09263FAK	559292	Scer	559292:000daf	MRPL17
EOG092654QZ	214684	Cneo	214684:001098	Q5KBL3
EOG092654QZ	237561	Calb	237561:001bac	Q59W75
EOG092654QZ	237561	Calb	237561:0016bd	Q59W36
EOG092654QZ	284812	Spom	284812:000aef	mrps18
EOG092654QZ	367110	Ncra	367110:0005ef	Q7SGU0
EOG092654QZ	559292	Scer	559292:000eb2	MRPS18
EOG092658RS	237561	Calb	237561:00094b	Q59Z41
EOG092658RS	559292	Scer	559292:000dc5	MRPL50
EOG092653KS	214684	Cneo	214684:001679	Q5K6X0
EOG092653KS	237561	Calb	237561:00044f	MRPS12
EOG092653KS	284812	Spom	284812:000aec	mrps12
EOG092653KS	367110	Ncra	367110:001222	Q7S9I4
EOG092653KS	559292	Scer	559292:000eae	MRPS12
EOG09265G28	214684	Cneo	214684:00023d	Q5K9H2
EOG09265G28	284812	Spom	284812:000af0	rsm19
EOG09265G28	367110	Ncra	367110:001810	Q1K8V2
EOG09265G28	559292	Scer	559292:000eb3	RSM19
EOG092654LJ	214684	Cneo	214684:000a04	Q5KM48
EOG092654LJ	237561	Calb	237561:00075f	Q5A8Y6
EOG092654LJ	284812	Spom	284812:000a2a	mrpl23
EOG092654LJ	367110	Ncra	367110:001d3d	Q7SBV6
EOG092654LJ	559292	Scer	559292:000db3	MRPL23
EOG09264OI8	237561	Calb	237561:000b72	Q59NG6
EOG09264OI8	559292	Scer	559292:000ecb	PET123
EOG092652YI	214684	Cneo	214684:000692	Q5K9N4
EOG092652YI	237561	Calb	237561:0014c8	Q5AFQ6
EOG092652YI	284812	Spom	284812:000aed	mrps16
EOG092652YI	367110	Ncra	367110:0002a0	cyt-21
EOG092652YI	559292	Scer	559292:000eb0	MRPS16
EOG092635EC	237561	Calb	237561:0018f1	Q59LL3
EOG092635EC	237561	Calb	237561:00180d	Q59LM8
EOG092635EC	367110	Ncra	367110:000ca9	A7UWX2
EOG092635EC	559292	Scer	559292:000ebe	MRP51
EOG092656JA	214684	Cneo	214684:000e0c	Q5KB51
EOG092656JA	237561	Calb	237561:00029f	MRPL51
EOG092656JA	284812	Spom	284812:000a3b	mrpl51
EOG092656JA	367110	Ncra	367110:001123	Q7S300
EOG092656JA	559292	Scer	559292:000dc6	MRPL51
EOG09265D7J	214684	Cneo	214684:001861	Q5KM56
EOG09265D7J	237561	Calb	237561:0003b0	Q5AJZ7
EOG09265D7J	284812	Spom	284812:000ae2	mrp2
EOG09265D7J	367110	Ncra	367110:001143	Q7SF85
EOG09265D7J	559292	Scer	559292:000ea0	MRP2
