Gene_name	Type	Sample	Inct.narr	Inct.wide	Nxct.narr	Nxct.wide	Upct.narr	Upct.wide	ORFct	UTR5ct	ORFlen	UTR5len	UTR5Ct
CNAG_00107	RPF	H99r1	1	12	1	5	0	2	595	0	1671	78	NA
CNAG_00108	RPF	H99r1	31	36	18	90	NA	NA	5361	NA	1455	28	NA
CNAG_00109	RPF	H99r1	26	103	21	91	NA	NA	2324	NA	390	156	NA
CNAG_00110	RPF	H99r1	1	10	1	20	NA	NA	1970	NA	1947	26	NA
CNAG_00111	RPF	H99r1	18	21	1	58	NA	NA	7595	NA	2286	30	NA
CNAG_00115	RPF	H99r1	26	143	40	99	NA	NA	6182	NA	1140	79	NA
CNAG_00116	RPF	H99r1	883	3112	249	1728	NA	NA	113280	NA	759	103	NA
CNAG_00117	RPF	H99r1	7	9	16	30	NA	NA	2609	NA	1380	43	NA
CNAG_00118	RPF	H99r1	4	36	15	55	NA	NA	564	NA	483	62	NA
CNAG_00119	RPF	H99r1	7	12	0	5	NA	NA	460	NA	552	44	NA
CNAG_00120	RPF	H99r1	1	4	1	10	NA	NA	709	NA	837	89	NA
CNAG_00121	RPF	H99r1	86	192	18	151	NA	NA	7084	NA	1035	205	NA
CNAG_00122	RPF	H99r1	1	4	0	11	7	20	792	37	1686	701	NA
CNAG_00123	RPF	H99r1	2	5	0	0	NA	NA	68	NA	912	133	NA
CNAG_00124	RPF	H99r1	6	13	5	7	32	37	330	13	1656	305	NA
CNAG_00125	RPF	H99r1	0	0	0	0	0	0	14	4	1923	1180	NA
CNAG_00126	RPF	H99r1	33	91	7	39	NA	NA	2407	NA	828	43	NA
CNAG_00127	RPF	H99r1	2	9	1	8	NA	NA	525	NA	1446	83	NA
CNAG_00128	RPF	H99r1	0	2	2	9	NA	NA	59	NA	3177	186	NA
CNAG_00129	RPF	H99r1	3	7	0	4	NA	NA	292	NA	1323	243	NA
CNAG_00130	RPF	H99r1	130	154	0	35	0	0	4070	1	1857	1215	NA
CNAG_00131	RPF	H99r1	0	1	0	3	0	1	63	0	1014	67	NA
CNAG_00132	RPF	H99r1	0	0	0	0	0	0	2	12	2148	760	NA
CNAG_00133	RPF	H99r1	2	11	3	18	NA	NA	480	NA	384	120	NA
CNAG_00134	RPF	H99r1	1	8	0	2	NA	NA	709	NA	2277	73	NA
CNAG_00135	RPF	H99r1	30	212	15	66	NA	NA	2390	NA	414	42	NA
CNAG_00136	RPF	H99r1	65	348	63	187	NA	NA	22285	NA	3048	140	NA
CNAG_00137	RPF	H99r1	59	106	9	31	NA	NA	1080	NA	972	219	NA
CNAG_00138	RPF	H99r1	34	57	37	119	NA	NA	4492	NA	972	60	NA
CNAG_00139	RPF	H99r1	59	153	17	54	NA	NA	4686	NA	858	130	NA
CNAG_00140	RPF	H99r1	9	111	25	99	0	0	7293	0	1308	243	NA
CNAG_00141	RPF	H99r1	0	2	0	6	0	1	151	0	1329	41	NA
CNAG_00142	RPF	H99r1	4	35	16	101	NA	NA	4432	NA	2400	85	NA
CNAG_00143	RPF	H99r1	1	21	20	70	NA	NA	11459	NA	2451	45	NA
CNAG_00144	RPF	H99r1	4	9	1	4	0	0	153	0	795	53	NA
CNAG_00145	RPF	H99r1	12	35	6	36	NA	NA	1673	NA	1134	36	NA
CNAG_00146	RPF	H99r1	55	110	3	33	9	21	2185	8	1152	123	NA
CNAG_00147	RPF	H99r1	0	16	5	68	NA	NA	20283	NA	7596	70	NA
CNAG_00148	RPF	H99r1	0	10	5	38	1	17	16895	185	5775	149	NA
CNAG_00149	RPF	H99r1	307	1333	195	881	NA	NA	11700	NA	282	122	NA
CNAG_00150	RPF	H99r1	9	11	32	76	0	0	2348	0	2856	323	NA
CNAG_00151	RPF	H99r1	1	23	1	20	NA	NA	5373	NA	2469	55	NA
CNAG_00152	RPF	H99r1	0	10	1	12	NA	NA	898	NA	1296	14	NA
CNAG_00153	RPF	H99r1	8	23	2	16	NA	NA	309	NA	1080	160	NA
CNAG_00154	RPF	H99r1	4	17	7	56	0	0	1665	0	1380	116	NA
CNAG_00155	RPF	H99r1	0	0	0	0	0	1	2	1	678	305	NA
CNAG_00156	RPF	H99r1	6	20	2	21	0	0	1958	0	3285	785	NA
CNAG_00157	RPF	H99r1	32	92	88	379	NA	NA	3356	NA	249	98	NA
CNAG_00158	RPF	H99r1	2	9	1	6	NA	NA	306	NA	1926	134	NA
CNAG_00159	RPF	H99r1	8	56	7	34	26	58	340	132	204	238	NA
CNAG_00160	RPF	H99r1	NA	NA	0	0	NA	NA	NA	NA	1320	-14	NA
CNAG_00161	RPF	H99r1	1	1	0	2	0	0	181	0	993	282	NA
CNAG_00162	RPF	H99r1	1	15	2	5	NA	NA	596	NA	1206	106	NA
CNAG_00163	RPF	H99r1	6	9	3	13	0	0	445	1	2454	192	NA
CNAG_00164	RPF	H99r1	0	0	0	0	NA	NA	23	NA	1419	154	NA
CNAG_00165	RPF	H99r1	11	15	86	200	NA	NA	7393	NA	996	37	NA
CNAG_00166	RPF	H99r1	16	49	1	10	0	0	2111	0	1860	87	NA
CNAG_00167	RPF	H99r1	4	6	0	4	3	22	301	2	2058	83	NA
CNAG_00171	RPF	H99r1	0	4	0	0	13	34	207	13	1260	73	NA
CNAG_00172	RPF	H99r1	9	20	0	29	NA	NA	1446	NA	3195	245	NA
CNAG_00173	RPF	H99r1	0	11	1	6	13	18	87	0	1173	25	NA
CNAG_00174	RPF	H99r1	NA	NA	0	2	NA	NA	NA	NA	3678	-6	NA
CNAG_00175	RPF	H99r1	3	11	3	6	2	5	356	16	1338	197	NA
CNAG_00176	RPF	H99r1	59	406	48	343	NA	NA	18742	NA	1431	103	NA
CNAG_00177	RPF	H99r1	0	0	0	0	NA	NA	14	NA	1593	47	NA
CNAG_00178	RPF	H99r1	1	9	0	1	7	9	135	8	3765	499	NA
CNAG_00179	RPF	H99r1	0	0	0	0	0	1	12	14	1059	602	NA
CNAG_00180	RPF	H99r1	12	44	7	36	3	3	1461	0	717	85	NA
CNAG_00181	RPF	H99r1	1	11	5	13	NA	NA	578	NA	1518	65	NA
CNAG_00182	RPF	H99r1	24	43	11	70	NA	NA	1160	NA	612	61	NA
CNAG_00183	RPF	H99r1	0	1	6	17	0	0	1053	97	1176	1213	NA
CNAG_00184	RPF	H99r1	14	53	13	69	0	1	2870	3	1836	549	NA
CNAG_00185	RPF	H99r1	34	79	22	54	NA	NA	2039	NA	1098	66	NA
CNAG_00186	RPF	H99r1	7	12	0	5	NA	NA	411	NA	219	53	NA
CNAG_00187	RPF	H99r1	8	33	4	19	31	72	765	3	2124	154	NA
CNAG_00188	RPF	H99r1	11	34	3	36	NA	NA	1195	NA	594	69	NA
CNAG_00189	RPF	H99r1	1	4	4	16	1	6	952	25	978	179	NA
CNAG_00190	RPF	H99r1	16	36	4	41	NA	NA	1431	NA	1638	131	NA
CNAG_00191	RPF	H99r1	2	3	2	16	NA	NA	259	NA	1302	105	NA
CNAG_00192	RPF	H99r1	0	0	0	1	NA	NA	420	NA	3207	70	NA
CNAG_00193	RPF	H99r1	9	29	5	28	0	1	4150	8	3834	1129	NA
CNAG_00194	RPF	H99r1	17	75	7	38	NA	NA	2385	NA	735	99	NA
CNAG_00195	RPF	H99r1	5	23	3	36	NA	NA	1604	NA	627	122	NA
CNAG_00229	RPF	H99r1	0	0	0	1	0	0	1	31	561	2704	NA
CNAG_00231	RPF	H99r1	4	8	4	5	NA	NA	292	NA	1284	130	NA
CNAG_00232	RPF	H99r1	74	2457	62	2813	NA	NA	75944	NA	342	50	NA
CNAG_00233	RPF	H99r1	69	194	21	99	NA	NA	3448	NA	312	97	NA
CNAG_00234	RPF	H99r1	3	12	7	24	NA	NA	753	NA	1227	102	NA
CNAG_00235	RPF	H99r1	82	98	5	16	0	0	1883	0	1725	2153	NA
CNAG_00236	RPF	H99r1	10	15	3	11	17	37	1309	78	1344	104	NA
CNAG_00237	RPF	H99r1	59	319	467	605	NA	NA	33294	NA	2292	98	NA
CNAG_00238	RPF	H99r1	73	430	38	139	NA	NA	26092	NA	3285	154	NA
CNAG_00239	RPF	H99r1	0	0	0	5	NA	NA	1359	NA	2103	93	NA
CNAG_00240	RPF	H99r1	1	3	0	3	NA	NA	1875	NA	3090	40	NA
CNAG_00241	RPF	H99r1	8	38	1	13	NA	NA	1667	NA	1962	356	NA
CNAG_00242	RPF	H99r1	0	0	1	1	0	0	1	1	561	616	NA
CNAG_00243	RPF	H99r1	9	21	3	14	1	10	719	6	606	130	NA
CNAG_00246	RPF	H99r1	3	11	4	8	NA	NA	1720	NA	2079	20	NA
CNAG_00247	RPF	H99r1	NA	NA	2	9	NA	NA	NA	NA	2835	-6	NA
CNAG_00248	RPF	H99r1	0	4	0	3	NA	NA	282	NA	1650	47	NA
CNAG_00249	RPF	H99r1	7	17	0	1	NA	NA	793	NA	1317	408	NA
CNAG_00250	RPF	H99r1	19	38	1	31	NA	NA	1913	NA	1323	227	NA
CNAG_00251	RPF	H99r1	0	0	0	0	0	0	12	0	750	54	NA
CNAG_00252	RPF	H99r1	7	24	0	10	NA	NA	852	NA	342	81	NA
CNAG_00253	RPF	H99r1	0	12	7	21	2	2	644	0	2361	52	NA
CNAG_00254	RPF	H99r1	0	5	7	22	0	5	668	13	1128	178	NA
CNAG_00255	RPF	H99r1	46	158	15	131	NA	NA	1724	NA	336	22	NA
CNAG_00256	RPF	H99r1	2	15	38	165	NA	NA	12010	NA	1104	110	NA
CNAG_00257	RPF	H99r1	0	2	2	4	4	10	466	10	5133	487	NA
CNAG_00258	RPF	H99r1	2	9	0	5	NA	NA	522	NA	3390	135	NA
CNAG_00259	RPF	H99r1	3	29	11	46	NA	NA	3400	NA	864	185	NA
CNAG_00260	RPF	H99r1	28	115	17	43	NA	NA	9903	NA	858	86	NA
CNAG_00261	RPF	H99r1	997	1325	146	905	0	2	20216	1	606	594	NA
CNAG_00262	RPF	H99r1	0	1	0	1	0	0	11	6	507	400	NA
CNAG_00263	RPF	H99r1	2	9	0	3	2	9	301	2	723	272	NA
CNAG_00264	RPF	H99r1	13	26	10	32	NA	NA	1019	NA	1179	230	NA
CNAG_00265	RPF	H99r1	25	125	59	181	NA	NA	6236	NA	798	65	NA
CNAG_00266	RPF	H99r1	5	17	5	15	NA	NA	975	NA	798	84	NA
CNAG_00267	RPF	H99r1	6	12	0	6	NA	NA	357	NA	1518	44	NA
CNAG_00268	RPF	H99r1	115	167	5	45	NA	NA	10087	NA	2157	81	NA
CNAG_00269	RPF	H99r1	1	1	0	0	NA	NA	15	NA	1251	59	NA
CNAG_00270	RPF	H99r1	80	421	8	280	3	4	11167	0	393	212	NA
CNAG_00271	RPF	H99r1	7	27	2	28	18	38	953	13	759	311	NA
CNAG_00272	RPF	H99r1	1	14	4	10	3	16	1266	2	5193	191	NA
CNAG_00273	RPF	H99r1	0	0	3	25	NA	NA	359	NA	507	61	NA
CNAG_00274	RPF	H99r1	1	2	3	13	NA	NA	355	NA	1845	35	NA
CNAG_00275	RPF	H99r1	0	81	18	46	1	2	3880	2	954	555	NA
CNAG_00276	RPF	H99r1	1	4	1	5	0	0	291	0	735	410	NA
CNAG_00277	RPF	H99r1	2	8	1	9	NA	NA	120	NA	609	94	NA
CNAG_00278	RPF	H99r1	10	34	2	17	NA	NA	1207	NA	975	108	NA
CNAG_00279	RPF	H99r1	129	187	66	81	NA	NA	6230	NA	753	69	NA
CNAG_00280	RPF	H99r1	14	88	10	123	0	0	10277	0	804	129	NA
CNAG_00283	RPF	H99r1	NA	NA	0	0	NA	NA	NA	NA	1425	-9	NA
CNAG_00284	RPF	H99r1	0	0	0	0	0	0	4	3	1641	217	NA
CNAG_00285	RPF	H99r1	0	0	0	1	0	0	279	2	3669	910	NA
CNAG_00286	RPF	H99r1	30	48	4	142	NA	NA	6539	NA	1620	148	NA
CNAG_00287	RPF	H99r1	85	398	64	361	NA	NA	13238	NA	1017	103	NA
CNAG_00288	RPF	H99r1	9	26	1	36	NA	NA	1479	NA	645	98	NA
CNAG_00289	RPF	H99r1	1	8	4	17	0	2	1072	2	669	127	NA
CNAG_00290	RPF	H99r1	2	12	3	22	NA	NA	1183	NA	1551	65	NA
CNAG_00291	RPF	H99r1	3	7	3	8	22	55	353	66	1182	300	NA
CNAG_00292	RPF	H99r1	40	134	18	67	NA	NA	9863	NA	1575	144	NA
CNAG_00293	RPF	H99r1	1	46	19	175	NA	NA	3742	NA	651	199	NA
CNAG_00294	RPF	H99r1	6	23	1	22	NA	NA	3142	NA	1884	38	NA
CNAG_00295	RPF	H99r1	NA	NA	NA	NA	NA	NA	NA	NA	1032	-14	NA
CNAG_00299	RPF	H99r1	2	2	2	11	NA	NA	1221	NA	3609	61	NA
CNAG_00300	RPF	H99r1	0	8	1	8	0	0	1406	0	2736	217	NA
CNAG_00301	RPF	H99r1	30	33	32	49	17	24	1365	1	819	102	NA
CNAG_00302	RPF	H99r1	1	1	0	3	1	1	78	33	693	328	NA
CNAG_00303	RPF	H99r1	0	0	0	0	0	0	12	0	1530	268	NA
CNAG_00304	RPF	H99r1	0	4	45	83	0	1	1175	0	474	2	NA
CNAG_00305	RPF	H99r1	39	293	245	460	NA	NA	19694	NA	996	32	NA
CNAG_00306	RPF	H99r1	9	20	32	51	0	2	847	10	552	246	NA
CNAG_00307	RPF	H99r1	190	483	191	619	NA	NA	4748	NA	159	77	NA
CNAG_00308	RPF	H99r1	0	2	0	3	NA	NA	637	NA	1722	33	NA
CNAG_00309	RPF	H99r1	1	4	0	5	NA	NA	556	NA	2772	35	NA
CNAG_00310	RPF	H99r1	12	26	4	23	NA	NA	809	NA	1542	50	NA
CNAG_00311	RPF	H99r1	1	19	13	60	0	1	4234	8733	1551	551	NA
CNAG_00312	RPF	H99r1	10	29	2	14	NA	NA	1189	NA	726	221	NA
CNAG_00313	RPF	H99r1	NA	NA	2	4	NA	NA	NA	NA	2604	-6	NA
CNAG_00314	RPF	H99r1	1	3	0	9	0	0	232	0	1155	275	NA
CNAG_00315	RPF	H99r1	3	8	18	32	0	0	240	0	675	135	NA
CNAG_00316	RPF	H99r1	56	143	23	120	NA	NA	4122	NA	570	115	NA
CNAG_00317	RPF	H99r1	5	18	10	43	1	4	2032	0	1335	76	NA
CNAG_00318	RPF	H99r1	14	50	28	206	NA	NA	3385	NA	477	44	NA
CNAG_00319	RPF	H99r1	4	38	4	34	NA	NA	3985	NA	798	49	NA
CNAG_00320	RPF	H99r1	0	3	1	3	NA	NA	731	NA	2241	11	NA
CNAG_00321	RPF	H99r1	0	0	0	0	0	0	6	0	3996	97	NA
CNAG_00322	RPF	H99r1	2	12	8	42	NA	NA	1124	NA	1143	26	NA
CNAG_00323	RPF	H99r1	NA	NA	0	0	NA	NA	NA	NA	288	-5	NA
CNAG_00326	RPF	H99r1	69	99	7	18	NA	NA	9263	NA	1473	58	NA
CNAG_00327	RPF	H99r1	3	21	0	5	NA	NA	616	NA	390	92	NA
CNAG_00328	RPF	H99r1	1	5	1	7	NA	NA	473	NA	3816	78	NA
CNAG_00329	RPF	H99r1	34	71	19	147	NA	NA	8696	NA	480	42	NA
CNAG_00330	RPF	H99r1	1	5	2	5	0	1	710	22	1629	388	NA
CNAG_00331	RPF	H99r1	0	0	0	1	NA	NA	9	NA	1476	129	NA
CNAG_00332	RPF	H99r1	0	4	0	1	0	0	170	10	3120	740	NA
CNAG_00333	RPF	H99r1	8	15	7	19	0	34	255	100	1011	156	NA
CNAG_00334	RPF	H99r1	658	2841	1173	2206	NA	NA	217074	NA	1845	82	NA
CNAG_00335	RPF	H99r1	2	36	6	26	NA	NA	2305	NA	1200	53	NA
CNAG_00337	RPF	H99r1	14	35	5	23	0	0	2566	8	2463	599	NA
CNAG_00342	RPF	H99r1	1	3	0	7	NA	NA	1648	NA	2382	37	NA
CNAG_00343	RPF	H99r1	2	5	1	7	NA	NA	651	NA	1176	168	NA
CNAG_00344	RPF	H99r1	1	8	3	11	NA	NA	618	NA	2805	157	NA
CNAG_00345	RPF	H99r1	63	104	22	214	NA	NA	5998	NA	1053	15	NA
CNAG_00346	RPF	H99r1	4	5	5	28	NA	NA	603	NA	513	11	NA
CNAG_00347	RPF	H99r1	11	20	1	16	NA	NA	1446	NA	4362	97	NA
CNAG_00348	RPF	H99r1	0	2	1	4	NA	NA	158	NA	1590	2	NA
CNAG_00349	RPF	H99r1	0	0	1	3	0	1	40	1	1077	254	NA
CNAG_00351	RPF	H99r1	11	61	3	24	NA	NA	1092	NA	552	97	NA
CNAG_00352	RPF	H99r1	10	23	2	26	NA	NA	1325	NA	1218	103	NA
CNAG_00353	RPF	H99r1	4	9	2	8	0	0	272	0	918	75	NA
CNAG_00354	RPF	H99r1	0	12	2	14	NA	NA	1974	NA	1887	70	NA
CNAG_00355	RPF	H99r1	2	40	5	41	NA	NA	2409	NA	906	15	NA
CNAG_00356	RPF	H99r1	16	86	34	209	NA	NA	6521	NA	1275	52	NA
CNAG_00357	RPF	H99r1	2	11	1	2	1	2	477	0	969	207	NA
CNAG_00358	RPF	H99r1	2	2	31	43	23	23	710	20	1656	38	NA
CNAG_00359	RPF	H99r1	0	10	1	16	NA	NA	360	NA	1056	225	NA
CNAG_00360	RPF	H99r1	0	26	4	7	NA	NA	962	NA	1317	146	NA
CNAG_00361	RPF	H99r1	86	188	43	141	NA	NA	6057	NA	1296	80	NA
CNAG_00362	RPF	H99r1	21	39	3	24	0	0	1086	2	1575	238	NA
CNAG_00363	RPF	H99r1	2	22	2	34	4	12	3166	10	4866	856	NA
CNAG_00364	RPF	H99r1	5	17	11	44	NA	NA	1487	NA	1101	89	NA
CNAG_00365	RPF	H99r1	5	63	3	14	NA	NA	912	NA	1734	26	NA
CNAG_00366	RPF	H99r1	NA	NA	0	0	NA	NA	NA	NA	1974	-14	NA
CNAG_00367	RPF	H99r1	16	41	6	44	0	20	467	0	573	51	NA
CNAG_00368	RPF	H99r1	5	10	0	0	0	3	1503	0	2409	64	NA
CNAG_00369	RPF	H99r1	3	16	9	17	1	1	683	1	1092	336	NA
CNAG_00370	RPF	H99r1	3435	9978	865	3959	NA	NA	92030	NA	390	47	NA
CNAG_00371	RPF	H99r1	0	3	0	5	NA	NA	188	NA	993	42	NA
CNAG_00372	RPF	H99r1	0	0	0	0	0	0	3144	1	2235	2347	NA
CNAG_00373	RPF	H99r1	7	12	5	18	NA	NA	463	NA	1590	377	NA
CNAG_00374	RPF	H99r1	0	7	0	3	NA	NA	362	NA	1752	111	NA
CNAG_00375	RPF	H99r1	5	40	2	6	NA	NA	2107	NA	2379	91	NA
CNAG_00377	RPF	H99r1	18	18	4	24	NA	NA	6417	NA	3939	237	NA
CNAG_00378	RPF	H99r1	0	0	0	0	0	0	0	14	345	1321	NA
CNAG_00383	RPF	H99r1	6	23	4	53	NA	NA	2138	NA	3990	136	NA
CNAG_00384	RPF	H99r1	2	16	6	21	NA	NA	343	NA	1170	23	NA
CNAG_00385	RPF	H99r1	46	164	2	54	NA	NA	5814	NA	633	50	NA
CNAG_00386	RPF	H99r1	4	17	13	61	NA	NA	13372	NA	3510	93	NA
CNAG_00387	RPF	H99r1	1	1	2	6	NA	NA	805	NA	2238	46	NA
CNAG_00388	RPF	H99r1	0	5	2	8	NA	NA	1928	NA	2535	11	NA
