Gene_name	Type	Sample	Inct.narr	Inct.wide	Nxct.narr	Nxct.wide	Upct.narr	Upct.wide	ORFct	UTR5Ct	ORFlen	UTR5len
CNAG_00143	RPF	H99r1	11	62	51	201	NA	NA	30612	NA	2451	106
CNAG_00144	RPF	H99r1	5	11	2	8	0	0	402	0	795	106
CNAG_00145	RPF	H99r1	25	65	19	93	NA	NA	4581	NA	1134	106
CNAG_00146	RPF	H99r1	129	291	5	79	32	62	5893	22	1152	106
CNAG_00147	RPF	H99r1	0	32	8	179	NA	NA	54318	NA	7596	106
CNAG_00148	RPF	H99r1	0	25	12	108	1	27	46315	420	5775	106
CNAG_00149	RPF	H99r1	875	3682	499	2347	NA	NA	31425	NA	282	106
CNAG_00150	RPF	H99r1	30	39	105	205	NA	NA	6381	NA	2856	106
CNAG_00151	RPF	H99r1	4	82	5	60	0	1	14477	0	2469	106
CNAG_00152	RPF	H99r1	0	15	3	45	NA	NA	2497	NA	1296	106
CNAG_00153	RPF	H99r1	15	73	7	45	NA	NA	822	NA	1080	106
CNAG_00154	RPF	H99r1	8	53	20	148	0	0	4598	0	1380	106
CNAG_00155	RPF	H99r1	0	0	0	0	0	0	16	0	984	106
CNAG_00156	RPF	H99r1	15	53	7	39	NA	NA	5353	NA	3285	106
CNAG_00157	RPF	H99r1	92	236	212	986	0	1	8795	0	249	106
CNAG_00158	RPF	H99r1	6	21	6	24	NA	NA	845	NA	1926	106
CNAG_00159	RPF	H99r1	30	183	26	96	67	149	957	318	204	106
CNAG_00160	RPF	H99r1	0	0	0	0	NA	NA	22	NA	1320	106
CNAG_00161	RPF	H99r1	2	2	1	8	NA	NA	486	NA	993	106
CNAG_00162	RPF	H99r1	6	39	4	16	NA	NA	1681	NA	1206	106
CNAG_00163	RPF	H99r1	9	20	13	37	NA	NA	1271	NA	2454	106
CNAG_00164	RPF	H99r1	0	0	0	0	NA	NA	44	NA	1419	106
CNAG_00165	RPF	H99r1	31	40	261	573	0	8	19649	0	996	106
CNAG_00166	RPF	H99r1	0	0	43	167	0	0	5714	0	1941	106
CNAG_00167	RPF	H99r1	8	13	0	6	7	50	798	3	2058	106
CNAG_00171	RPF	H99r1	0	8	0	4	38	90	570	28	1260	106
CNAG_00172	RPF	H99r1	23	57	0	66	NA	NA	3941	NA	3195	106
CNAG_00173	RPF	H99r1	0	19	4	14	17	34	241	0	1173	106
CNAG_00174	RPF	H99r1	1	88	0	2	NA	NA	1300	NA	3678	106
CNAG_00175	RPF	H99r1	10	37	7	15	5	15	1025	24	1338	106
CNAG_00176	RPF	H99r1	169	1098	103	974	NA	NA	50575	NA	1431	106
CNAG_00177	RPF	H99r1	0	0	0	0	NA	NA	43	NA	1593	106
CNAG_00178	RPF	H99r1	5	30	0	3	14	21	430	9	3765	106
CNAG_00179	RPF	H99r1	1	1	0	1	NA	NA	41	NA	1059	106
CNAG_00180	RPF	H99r1	25	110	14	115	5	11	3994	0	717	106
CNAG_00181	RPF	H99r1	3	25	8	31	NA	NA	1612	NA	1518	106
CNAG_00182	RPF	H99r1	78	128	36	197	0	0	3313	0	612	106
CNAG_00183	RPF	H99r1	0	2	15	44	NA	NA	2729	NA	1176	106
CNAG_00184	RPF	H99r1	29	132	42	195	NA	NA	7719	NA	1836	106
CNAG_00185	RPF	H99r1	99	232	44	147	NA	NA	5466	NA	1098	106
CNAG_00186	RPF	H99r1	21	36	2	30	0	0	1041	0	219	106
CNAG_00187	RPF	H99r1	28	91	14	49	93	199	1990	10	2124	106
CNAG_00188	RPF	H99r1	34	115	6	95	2	3	3282	0	594	106
CNAG_00189	RPF	H99r1	3	12	6	36	4	14	2573	87	978	106
CNAG_00190	RPF	H99r1	34	83	6	129	NA	NA	3922	NA	1638	106
CNAG_00191	RPF	H99r1	4	8	3	38	NA	NA	690	NA	1302	106
CNAG_00192	RPF	H99r1	0	0	2	4	0	0	1161	0	3207	106
CNAG_00193	RPF	H99r1	24	93	12	60	NA	NA	11148	NA	3834	106
CNAG_00194	RPF	H99r1	42	205	15	94	NA	NA	6182	NA	735	106
CNAG_00195	RPF	H99r1	10	60	10	117	NA	NA	4361	NA	627	106
CNAG_00229	RPF	H99r1	0	0	0	0	0	0	8	1	1260	106
CNAG_00231	RPF	H99r1	8	16	15	19	NA	NA	793	NA	1284	106
CNAG_00232	RPF	H99r1	232	6581	168	7343	NA	NA	203714	NA	342	106
CNAG_00233	RPF	H99r1	173	502	77	274	0	5	9467	0	312	106
CNAG_00234	RPF	H99r1	8	29	21	68	NA	NA	2060	NA	1227	106
CNAG_00235	RPF	H99r1	215	253	19	43	NA	NA	5143	NA	1725	106
CNAG_00236	RPF	H99r1	29	50	8	28	53	107	3529	241	1344	106
CNAG_00237	RPF	H99r1	252	923	1265	1635	NA	NA	88985	NA	2292	106
CNAG_00238	RPF	H99r1	205	1148	112	384	NA	NA	70347	NA	3285	106
CNAG_00239	RPF	H99r1	0	0	2	24	0	3	3619	0	2103	106
CNAG_00240	RPF	H99r1	9	12	2	13	NA	NA	5009	NA	3090	106
CNAG_00241	RPF	H99r1	15	115	6	32	NA	NA	4320	NA	1962	106
CNAG_00242	RPF	H99r1	0	0	1	1	0	0	7	0	561	106
CNAG_00243	RPF	H99r1	38	74	20	52	NA	NA	1927	NA	606	106
CNAG_00246	RPF	H99r1	6	26	6	14	0	0	4618	0	2079	106
CNAG_00247	RPF	H99r1	0	1	11	24	0	1	2651	0	2835	106
CNAG_00248	RPF	H99r1	0	10	0	7	NA	NA	780	NA	1650	106
CNAG_00249	RPF	H99r1	11	47	2	3	NA	NA	2169	NA	1317	106
CNAG_00250	RPF	H99r1	36	86	3	72	NA	NA	5052	NA	1323	106
CNAG_00251	RPF	H99r1	0	0	0	1	0	0	42	0	750	106
CNAG_00252	RPF	H99r1	26	68	0	27	0	0	2288	0	342	106
CNAG_00253	RPF	H99r1	4	35	17	47	3	3	1671	0	2361	106
CNAG_00254	RPF	H99r1	1	21	11	49	NA	NA	1735	NA	1128	106
CNAG_00255	RPF	H99r1	112	370	37	353	0	1	4635	0	336	106
CNAG_00256	RPF	H99r1	5	32	66	398	NA	NA	31969	NA	1104	106
CNAG_00257	RPF	H99r1	0	2	3	8	NA	NA	1268	NA	5133	106
CNAG_00258	RPF	H99r1	13	40	0	9	NA	NA	1511	NA	3390	106
CNAG_00259	RPF	H99r1	7	84	33	128	NA	NA	9047	NA	864	106
CNAG_00260	RPF	H99r1	69	310	41	131	NA	NA	26445	NA	858	106
CNAG_00261	RPF	H99r1	2681	3525	405	2435	NA	NA	54266	NA	606	106
CNAG_00262	RPF	H99r1	0	6	1	6	NA	NA	32	NA	507	106
CNAG_00263	RPF	H99r1	4	21	0	8	NA	NA	842	NA	723	106
CNAG_00264	RPF	H99r1	33	58	13	57	NA	NA	2700	NA	1179	106
CNAG_00265	RPF	H99r1	67	318	152	467	NA	NA	16702	NA	798	106
CNAG_00266	RPF	H99r1	18	50	18	59	0	4	2646	0	798	106
CNAG_00267	RPF	H99r1	11	36	0	18	NA	NA	1008	NA	1518	106
CNAG_00268	RPF	H99r1	326	473	12	107	0	0	27360	0	2157	106
CNAG_00269	RPF	H99r1	2	2	0	0	0	0	53	0	1251	106
CNAG_00270	RPF	H99r1	201	1069	28	757	5	6	29926	1	393	106
CNAG_00271	RPF	H99r1	19	68	9	75	NA	NA	2536	NA	759	106
CNAG_00272	RPF	H99r1	6	47	7	31	8	44	3561	5	5193	106
CNAG_00273	RPF	H99r1	2	2	5	51	NA	NA	927	NA	507	106
CNAG_00274	RPF	H99r1	2	5	7	34	0	1	972	0	1845	106
CNAG_00275	RPF	H99r1	1	224	41	119	4	7	10547	0	954	106
CNAG_00276	RPF	H99r1	2	12	5	19	NA	NA	726	NA	735	106
CNAG_00277	RPF	H99r1	6	21	1	27	NA	NA	350	NA	609	106
CNAG_00278	RPF	H99r1	31	86	11	49	NA	NA	3306	NA	975	106
CNAG_00279	RPF	H99r1	363	488	164	206	0	0	16826	0	753	106
CNAG_00280	RPF	H99r1	44	267	37	376	NA	NA	27249	NA	804	106
CNAG_00283	RPF	H99r1	0	0	1	1	NA	NA	95	NA	1425	106
CNAG_00284	RPF	H99r1	0	0	0	0	NA	NA	34	NA	1641	106
CNAG_00285	RPF	H99r1	2	2	0	3	NA	NA	819	NA	3669	106
CNAG_00286	RPF	H99r1	72	120	13	371	NA	NA	17500	NA	1620	106
CNAG_00287	RPF	H99r1	200	1081	192	1048	NA	NA	35388	NA	1017	106
CNAG_00288	RPF	H99r1	18	56	3	93	NA	NA	3961	NA	645	106
CNAG_00289	RPF	H99r1	6	19	12	46	NA	NA	2779	NA	669	106
CNAG_00290	RPF	H99r1	6	45	12	65	0	1	3328	0	1551	106
CNAG_00291	RPF	H99r1	5	13	7	30	58	137	971	89	1182	106
CNAG_00292	RPF	H99r1	78	298	43	203	0	0	26665	6	1575	106
CNAG_00293	RPF	H99r1	5	132	51	452	NA	NA	9819	NA	651	106
CNAG_00294	RPF	H99r1	13	47	3	50	NA	NA	8507	NA	1884	106
CNAG_00295	RPF	H99r1	0	0	0	0	0	0	3	1	1032	106
CNAG_00299	RPF	H99r1	4	5	4	20	NA	NA	3184	NA	3609	106
CNAG_00300	RPF	H99r1	7	28	6	30	0	0	3897	0	2736	106
CNAG_00301	RPF	H99r1	72	88	66	130	36	57	3683	5	819	106
CNAG_00302	RPF	H99r1	3	5	0	10	1	3	212	11	693	106
CNAG_00303	RPF	H99r1	0	0	0	1	0	1	44	1	1530	106
CNAG_00304	RPF	H99r1	2	11	131	212	2	5	2997	1	474	106
CNAG_00305	RPF	H99r1	120	813	650	1210	0	0	52575	0	996	106
CNAG_00306	RPF	H99r1	32	81	89	149	NA	NA	2289	NA	552	106
CNAG_00307	RPF	H99r1	517	1293	528	1673	NA	NA	12813	NA	159	106
CNAG_00308	RPF	H99r1	2	4	0	9	1	1	1630	0	1722	106
CNAG_00309	RPF	H99r1	8	16	1	9	0	0	1465	0	2772	106
CNAG_00310	RPF	H99r1	37	88	8	60	0	0	2166	0	1542	106
CNAG_00311	RPF	H99r1	7	41	34	150	NA	NA	11219	NA	1551	106
CNAG_00312	RPF	H99r1	32	83	10	43	NA	NA	3316	NA	726	106
CNAG_00313	RPF	H99r1	0	0	6	10	NA	NA	386	NA	2604	106
CNAG_00314	RPF	H99r1	1	6	0	29	0	3	635	2	1155	106
CNAG_00315	RPF	H99r1	9	24	45	72	NA	NA	693	NA	675	106
CNAG_00316	RPF	H99r1	143	390	50	335	NA	NA	11187	NA	570	106
CNAG_00317	RPF	H99r1	10	46	17	84	3	10	5303	1	1335	106
CNAG_00318	RPF	H99r1	45	139	79	569	NA	NA	9113	NA	477	106
CNAG_00319	RPF	H99r1	11	111	11	92	2	2	10832	0	798	106
CNAG_00320	RPF	H99r1	0	4	1	7	0	0	1954	0	2241	106
CNAG_00321	RPF	H99r1	0	0	0	0	0	0	34	0	3996	106
CNAG_00322	RPF	H99r1	7	32	24	107	0	3	2918	0	1143	106
CNAG_00323	RPF	H99r1	0	0	0	0	0	0	2	0	288	106
CNAG_00326	RPF	H99r1	181	246	24	54	NA	NA	24697	NA	1473	106
CNAG_00327	RPF	H99r1	8	50	1	19	NA	NA	1649	NA	390	106
CNAG_00328	RPF	H99r1	2	20	3	32	NA	NA	1336	NA	3816	106
CNAG_00329	RPF	H99r1	97	213	64	401	0	0	23542	0	480	106
CNAG_00330	RPF	H99r1	5	17	7	13	NA	NA	1885	NA	1629	106
CNAG_00331	RPF	H99r1	0	4	0	2	NA	NA	42	NA	1476	106
CNAG_00332	RPF	H99r1	0	9	0	2	NA	NA	431	NA	3120	106
CNAG_00333	RPF	H99r1	14	34	9	37	0	107	710	247	1011	106
CNAG_00334	RPF	H99r1	1746	7715	3176	5895	0	2	581615	117	1845	106
CNAG_00335	RPF	H99r1	11	113	15	68	NA	NA	6128	NA	1200	106
CNAG_00337	RPF	H99r1	47	110	14	60	NA	NA	6814	NA	2463	106
CNAG_00342	RPF	H99r1	2	12	0	22	0	0	4471	0	2382	106
CNAG_00343	RPF	H99r1	4	9	1	13	NA	NA	1681	NA	1176	106
CNAG_00344	RPF	H99r1	2	24	4	18	NA	NA	1671	NA	2805	106
CNAG_00345	RPF	H99r1	151	267	63	563	NA	NA	16394	NA	1053	106
CNAG_00346	RPF	H99r1	13	19	15	68	0	0	1686	0	513	106
CNAG_00347	RPF	H99r1	27	52	4	38	NA	NA	3858	NA	4362	106
CNAG_00348	RPF	H99r1	0	7	1	11	0	0	434	2	1590	106
CNAG_00349	RPF	H99r1	4	5	0	0	0	0	124	0	1095	106
CNAG_00351	RPF	H99r1	27	146	12	67	NA	NA	2849	NA	552	106
CNAG_00352	RPF	H99r1	36	72	5	64	NA	NA	3544	NA	1218	106
CNAG_00353	RPF	H99r1	16	31	3	21	0	3	742	0	918	106
CNAG_00354	RPF	H99r1	2	25	10	41	NA	NA	5314	NA	1887	106
CNAG_00355	RPF	H99r1	12	114	16	128	NA	NA	6519	NA	906	106
CNAG_00356	RPF	H99r1	29	211	96	559	0	0	17476	0	1275	106
CNAG_00357	RPF	H99r1	4	20	3	15	NA	NA	1305	NA	969	106
CNAG_00358	RPF	H99r1	4	4	73	107	55	58	1919	67	1656	106
CNAG_00359	RPF	H99r1	0	24	2	50	NA	NA	1011	NA	1056	106
CNAG_00360	RPF	H99r1	1	72	10	27	NA	NA	2617	NA	1317	106
CNAG_00361	RPF	H99r1	275	582	110	379	0	3	16482	0	1296	106
CNAG_00362	RPF	H99r1	47	83	5	54	0	0	2972	1	1575	106
CNAG_00363	RPF	H99r1	0	70	13	77	NA	NA	8587	NA	4866	106
CNAG_00364	RPF	H99r1	18	46	35	134	0	0	4094	0	1101	106
CNAG_00365	RPF	H99r1	14	142	7	41	0	1	2553	0	1734	106
CNAG_00366	RPF	H99r1	0	0	0	0	0	0	24	0	1974	106
CNAG_00367	RPF	H99r1	39	106	28	128	6	57	1232	3	573	106
CNAG_00368	RPF	H99r1	7	19	1	6	0	4	3945	0	2409	106
CNAG_00369	RPF	H99r1	14	60	20	56	NA	NA	1937	NA	1092	106
CNAG_00370	RPF	H99r1	15	25586	2279	10589	4	15	244076	74	390	106
CNAG_00371	RPF	H99r1	0	12	5	18	0	0	539	0	993	106
CNAG_00372	RPF	H99r1	0	0	0	0	NA	NA	8341	NA	2235	106
CNAG_00373	RPF	H99r1	13	24	11	47	NA	NA	1274	NA	1590	106
CNAG_00374	RPF	H99r1	0	16	0	9	NA	NA	974	NA	1752	106
CNAG_00375	RPF	H99r1	15	121	4	10	NA	NA	5618	NA	2379	106
CNAG_00377	RPF	H99r1	40	44	10	65	NA	NA	17133	NA	3939	106
CNAG_00378	RPF	H99r1	0	0	0	0	0	0	10	0	357	106
CNAG_00383	RPF	H99r1	13	59	14	149	NA	NA	5823	NA	3990	106
CNAG_00384	RPF	H99r1	9	46	16	55	0	0	945	0	1170	106
CNAG_00385	RPF	H99r1	120	443	3	139	NA	NA	15972	NA	633	106
CNAG_00386	RPF	H99r1	8	35	31	171	NA	NA	36136	NA	3510	106
CNAG_00387	RPF	H99r1	2	3	5	11	NA	NA	2132	NA	2238	106
CNAG_00388	RPF	H99r1	1	10	4	21	NA	NA	5088	NA	2535	106
CNAG_00389	RPF	H99r1	3	35	1	12	0	0	3019	0	1122	106
CNAG_00390	RPF	H99r1	13	40	17	63	0	0	2702	0	2358	106
CNAG_00391	RPF	H99r1	37	41	7	37	0	0	2240	0	948	106
CNAG_00392	RPF	H99r1	2	6	0	1	0	0	864	0	1404	106
CNAG_00393	RPF	H99r1	72	108	0	14	NA	NA	4317	NA	2049	106
CNAG_00394	RPF	H99r1	22	86	21	95	NA	NA	3092	NA	462	106
CNAG_00395	RPF	H99r1	3	6	0	3	NA	NA	590	NA	1380	106
CNAG_00396	RPF	H99r1	36	103	8	80	NA	NA	4349	NA	1548	106
CNAG_00397	RPF	H99r1	1	1	0	1	NA	NA	120	NA	1344	106
CNAG_00398	RPF	H99r1	44	107	19	110	NA	NA	3606	NA	831	106
CNAG_00399	RPF	H99r1	33	55	1	55	NA	NA	3124	NA	930	106
CNAG_00400	RPF	H99r1	175	1177	16	949	NA	NA	13348	NA	438	106
CNAG_00401	RPF	H99r1	6	80	29	77	1	7	1733	1	1326	106
CNAG_00402	RPF	H99r1	74	221	2	50	NA	NA	31341	NA	4485	106
CNAG_00403	RPF	H99r1	6	29	8	45	NA	NA	2243	NA	1734	106
CNAG_00404	RPF	H99r1	3	3	0	6	0	0	1064	0	1920	106
CNAG_00405	RPF	H99r1	0	3	1	8	0	0	1609	2	2754	106
CNAG_00406	RPF	H99r1	5	106	12	29	NA	NA	5224	NA	2697	106
CNAG_00407	RPF	H99r1	79	115	28	164	NA	NA	6407	NA	1995	106
CNAG_00408	RPF	H99r1	21	89	26	70	NA	NA	4044	NA	930	106
CNAG_00409	RPF	H99r1	10	51	27	152	NA	NA	5465	NA	1095	106
CNAG_00410	RPF	H99r1	21	79	53	239	NA	NA	14508	NA	2268	106
CNAG_00411	RPF	H99r1	24	104	9	50	0	0	11946	0	1479	106
CNAG_00413	RPF	H99r1	118	382	4	23	0	0	12952	0	2037	106
