Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
CNAG_00017 Ntermext	0.014	No mitochondrial presequence	78(MPP)	0.051		8-17-high	-	-	-	-	-	-	12-17	-	-	-	-	-	-	11-16	
CNAG_00018 Ntermext	0.000	No mitochondrial presequence	65(MPP)	-0.046		7-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00019 Ntermext	0.006	No mitochondrial presequence	29(MPP), 30(Icp55)	0.000	14-18,26-30,34-38	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00020 Ntermext	0.042	No mitochondrial presequence	46(MPP)	0.087	82-86	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	12-17	
CNAG_00021 Ntermext	0.000	No mitochondrial presequence	62(MPP)	-0.097		2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00022 Ntermext	0.000	No mitochondrial presequence	74(MPP)	0.000		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00023 Ntermext	0.074	No mitochondrial presequence	27(MPP)	0.037		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00024 Ntermext	0.000	No mitochondrial presequence	32(MPP)	0.000	69-73	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00025 Ntermext	0.000	No mitochondrial presequence	29(MPP)	-0.103		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00026 Ntermext	0.878	Possessing mitochondrial presequence	30(MPP), 38(Oct1)	0.167	42-46	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00027 Ntermext	0.000	No mitochondrial presequence	62(MPP)	0.065		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00028 Ntermext	0.019	No mitochondrial presequence	12(MPP)	0.417		14-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00029 Ntermext	0.344	No mitochondrial presequence	53(MPP), 54(Icp55)	0.075	2-6	1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00030 Ntermext	0.012	No mitochondrial presequence	44(MPP), 52(Oct1)	0.068	90-94	3-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00031 Ntermext	0.000	No mitochondrial presequence	59(MPP)	0.017	30-34	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00032 Ntermext	0.284	No mitochondrial presequence	42(MPP)	0.095	91-95	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00034 Ntermext	0.166	No mitochondrial presequence	13(MPP)	0.077		2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00035 Ntermext	0.003	No mitochondrial presequence	23(MPP)	0.043		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00036 Ntermext	0.000	No mitochondrial presequence	63(MPP)	-0.079	60-64	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00038 Ntermext	0.026	No mitochondrial presequence	13(MPP)	0.231	10-14	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00039 Ntermext	0.000	No mitochondrial presequence	35(MPP)	0.000	78-82	18-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00040 Ntermext	0.000	No mitochondrial presequence	76(MPP)	0.053	82-86	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00043 Ntermext	0.008	No mitochondrial presequence	24(MPP)	0.042		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00044 Ntermext	0.007	No mitochondrial presequence	14(MPP)	0.071		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00045 Ntermext	0.005	No mitochondrial presequence	30(MPP)	0.033		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00046 Ntermext	0.000	No mitochondrial presequence	51(MPP)	-0.059	45-49	2-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00047 Ntermext	0.182	No mitochondrial presequence	61(MPP)	0.016		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00048 Ntermext	0.034	No mitochondrial presequence	8(MPP)	0.125	2-6	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00049 Ntermext	0.054	No mitochondrial presequence	24(MPP)	0.083	21-25	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00050 Ntermext	0.000	No mitochondrial presequence	31(MPP)	0.000	86-90	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00051 Ntermext	0.005	No mitochondrial presequence	25(MPP)	0.080		9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00052 Ntermext	0.054	No mitochondrial presequence	83(MPP)	-0.012		1-10-high	-	-	-	-	-	-	-	8-13	-	-	-	-	-	-	
CNAG_00053 Ntermext	0.011	No mitochondrial presequence	21(MPP)	0.143	67-71	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00054 Ntermext	0.000	No mitochondrial presequence	15(MPP)	0.067	69-73	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00055 Ntermext	0.008	No mitochondrial presequence	18(MPP)	0.056		15-24-low	-	-	-	-	-	-	19-24	-	-	-	-	-	-	18-23	
CNAG_00056 Ntermext	0.000	No mitochondrial presequence	77(MPP)	0.000	7-11	3-12-high	-	-	-	-	7-12	-	-	-	-	-	-	-	-	-	
CNAG_00057 Ntermext	0.000	No mitochondrial presequence	25(MPP)	-0.080		19-28-high	25-30	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00058 Ntermext	0.000	No mitochondrial presequence	49(MPP)	0.041	63-67,93-97	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00059 Ntermext	0.008	No mitochondrial presequence	30(MPP)	0.100	28-32,95-99	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00060 Ntermext	0.004	No mitochondrial presequence	9(MPP)	0.000	48-52	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00061 Ntermext	0.997	Possessing mitochondrial presequence	21(MPP), 29(Oct1)	0.190	50-54	13-22-low	-	-	-	-	-	-	18-23	-	-	-	-	-	-	17-22	
CNAG_00062 Ntermext	0.003	No mitochondrial presequence	83(MPP), 84(Icp55)	-0.036	65-69	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00063 Ntermext	0.726	Possessing mitochondrial presequence	12(MPP)	0.167	96-100	4-13-high	-	-	-	-	-	-	-	9-14	-	-	-	-	-	8-13	
CNAG_00064 Ntermext	0.166	No mitochondrial presequence	9(MPP)	0.111		6-15-high	-	-	-	-	-	-	6-11	-	20-25	5-10	19-24	-	-	-	
CNAG_00065 Ntermext	0.000	No mitochondrial presequence	55(MPP)	-0.127	95-99	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00066 Ntermext	0.000	No mitochondrial presequence	93(MPP)	-0.032		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00067 Ntermext	0.008	No mitochondrial presequence	43(MPP)	0.023	40-44,57-61	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00068 Ntermext	0.024	No mitochondrial presequence	13(MPP)	0.077		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00069 Ntermext	0.224	No mitochondrial presequence	12(MPP)	0.167	5-9,9-13	5-16-high	-	-	-	-	-	-	-	-	23-28	-	22-27	-	-	-	
CNAG_00070 Ntermext	0.021	No mitochondrial presequence	27(MPP), 28(Icp55)	-0.074	25-29	8-19-low	-	-	-	-	-	-	-	-	23-28	-	22-27	-	-	-	
CNAG_00072 Ntermext	0.014	No mitochondrial presequence	25(MPP)	0.040	9-13,42-46	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00073 Ntermext	0.204	No mitochondrial presequence	36(MPP)	0.083	4-8	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	4-9	-	
CNAG_00074 Ntermext	0.043	No mitochondrial presequence	56(MPP)	0.036	6-10	5-14-high	-	-	-	-	-	-	-	-	4-9	-	-	-	-	-	
CNAG_00075 Ntermext	0.000	No mitochondrial presequence	61(MPP)	-0.016		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00076 Ntermext	0.220	No mitochondrial presequence	14(MPP)	0.357		15-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00077 Ntermext	0.010	No mitochondrial presequence	44(MPP)	0.023	71-75	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00078 Ntermext	0.007	No mitochondrial presequence	43(MPP)	0.047		11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00079 Ntermext	0.000	No mitochondrial presequence	90(MPP)	-0.022		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00080 Ntermext	0.000	No mitochondrial presequence	25(MPP)	0.000		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00081 Ntermext	0.047	No mitochondrial presequence	34(MPP)	0.088	96-100	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00082 Ntermext	0.017	No mitochondrial presequence	24(MPP), 25(Icp55)	-0.042	75-79	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00083 Ntermext	0.000	No mitochondrial presequence	47(MPP)	-0.170		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00084 Ntermext	0.000	No mitochondrial presequence	38(MPP)	0.000	86-90	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00085 Ntermext	0.020	No mitochondrial presequence	9(MPP)	0.000		18-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00086 Ntermext	0.611	Possessing mitochondrial presequence	12(MPP)	0.083		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00087 Ntermext	0.000	No mitochondrial presequence	20(MPP)	0.050	75-79,94-98	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00088 Ntermext	0.115	No mitochondrial presequence	45(MPP)	0.067	7-11,59-63	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00089 Ntermext	0.013	No mitochondrial presequence	45(MPP)	0.022		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00090 Ntermext	0.005	No mitochondrial presequence	11(MPP)	0.182	50-54	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00091 Ntermext	0.046	No mitochondrial presequence	18(MPP)	0.000		10-19-low	20-25	17-22	-	-	-	15-20	-	-	-	-	-	-	-	-	
CNAG_00092 Ntermext	0.000	No mitochondrial presequence	89(MPP)	0.056		5-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00093 Ntermext	0.000	No mitochondrial presequence	6(MPP)	0.000		12-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00094 Ntermext	0.004	No mitochondrial presequence	65(MPP)	0.015	33-37	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00095 Ntermext	0.014	No mitochondrial presequence	58(MPP)	0.138	19-23,47-51	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00096 Ntermext	0.000	No mitochondrial presequence	38(MPP)	0.079	47-51	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00097 Ntermext	0.051	No mitochondrial presequence	45(MPP)	0.111	80-84,84-88	5-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00098 Ntermext	0.003	No mitochondrial presequence	6(MPP)	0.333		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00099 Ntermext	0.000	No mitochondrial presequence	55(MPP)	-0.109	44-48	17-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00100 Ntermext	0.000	No mitochondrial presequence	64(MPP)	-0.016	30-34,42-46	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00101 Ntermext	0.003	No mitochondrial presequence	16(MPP)	0.250	41-45,93-97	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00104 Ntermext	0.000	No mitochondrial presequence	87(MPP)	0.000	81-85	20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00106 Ntermext	0.000	No mitochondrial presequence	55(MPP)	0.055		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00107 Ntermext	0.035	No mitochondrial presequence	25(MPP)	0.080	3-7	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00108 Ntermext	0.000	No mitochondrial presequence	29(MPP)	0.000		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00109 Ntermext	0.003	No mitochondrial presequence	32(MPP)	0.156	29-33,32-36,51-55	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00110 Ntermext	0.009	No mitochondrial presequence	79(MPP)	0.038	30-34	9-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00111 Ntermext	0.003	No mitochondrial presequence	87(MPP)	-0.011		4-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00115 Ntermext	0.064	No mitochondrial presequence	30(MPP)	0.167	69-73	5-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00116 Ntermext	0.041	No mitochondrial presequence	30(MPP), 31(Icp55)	0.033		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00117 Ntermext	0.000	No mitochondrial presequence	45(MPP)	-0.067		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00118 Ntermext	0.000	No mitochondrial presequence	31(MPP)	0.032	28-32	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00119 Ntermext	0.000	No mitochondrial presequence	36(MPP)	0.000		14-23-low	-	-	-	-	-	-	16-21	-	-	-	-	-	-	15-20	
CNAG_00120 Ntermext	0.055	No mitochondrial presequence	81(MPP)	0.037	7-11	2-11-high	9-14	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00121 Ntermext	0.022	No mitochondrial presequence	30(MPP)	0.133	27-31	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00122 Ntermext	0.018	No mitochondrial presequence	23(MPP)	0.087	20-24	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00123 Ntermext	0.560	Possessing mitochondrial presequence	39(MPP)	0.128	18-22,79-83	13-22-high	-	-	-	-	-	-	-	-	-	-	21-26	-	-	-	
CNAG_00124 Ntermext	0.003	No mitochondrial presequence	10(MPP)	0.200	92-96	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00125 Ntermext	0.031	No mitochondrial presequence	21(MPP)	0.143	45-49	18-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00126 Ntermext	0.023	No mitochondrial presequence	35(MPP)	0.029	87-91	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00127 Ntermext	0.000	No mitochondrial presequence	41(MPP)	-0.171		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00128 Ntermext	0.582	Possessing mitochondrial presequence	30(MPP)	0.200		10-19-high	15-20	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00129 Ntermext	0.019	No mitochondrial presequence	50(MPP)	-0.020	62-66	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00130 Ntermext	0.000	No mitochondrial presequence	10(MPP)	-0.200		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00131 Ntermext	0.009	No mitochondrial presequence	56(MPP), 64(Oct1)	0.054		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00132 Ntermext	0.000	No mitochondrial presequence	81(MPP), 82(Icp55)	0.037		12-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00133 Ntermext	0.219	No mitochondrial presequence	15(MPP)	0.200		2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00134 Ntermext	0.000	No mitochondrial presequence	15(MPP)	0.200	82-86	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00135 Ntermext	0.004	No mitochondrial presequence	80(MPP), 81(Icp55)	0.000		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00136 Ntermext	0.106	No mitochondrial presequence	35(MPP)	0.114	71-75	13-22-high	-	2-7	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00137 Ntermext	0.009	No mitochondrial presequence	72(MPP)	0.028	21-25,58-62	20-30-low	-	-	-	-	-	-	-	-	-	-	-	20-25	-	-	
CNAG_00138 Ntermext	0.430	Possessing mitochondrial presequence	54(MPP)	0.167	24-28	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00139 Ntermext	0.000	No mitochondrial presequence	44(MPP)	-0.023	26-30,88-92	15-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00140 Ntermext	0.000	No mitochondrial presequence	68(MPP)	0.103	23-27,31-35	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00141 Ntermext	0.000	No mitochondrial presequence	27(MPP)	0.000	24-28,83-87	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00142 Ntermext	0.003	No mitochondrial presequence	72(MPP)	0.111	69-73	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00143 Ntermext	0.009	No mitochondrial presequence	41(MPP)	-0.049	51-55,60-64,81-85	4-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00144 Ntermext	0.024	No mitochondrial presequence	69(MPP), 70(Icp55)	-0.014	14-18,82-86	13-22-low	-	-	-	-	-	-	-	1-6	-	-	-	-	-	-	
CNAG_00145 Ntermext	0.080	No mitochondrial presequence	24(MPP)	0.292		9-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00146 Ntermext	0.003	No mitochondrial presequence	52(MPP)	0.019	44-48	6-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00147 Ntermext	0.565	Possessing mitochondrial presequence	14(MPP)	0.286	92-96	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00148 Ntermext	0.000	No mitochondrial presequence	21(MPP)	-0.095	74-78	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00149 Ntermext	0.037	No mitochondrial presequence	33(MPP)	0.212	30-34,35-39	1-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00150 Ntermext	0.000	No mitochondrial presequence	60(MPP)	0.000	15-19,84-88	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00151 Ntermext	0.074	No mitochondrial presequence	34(MPP)	0.029		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00152 Ntermext	0.000	No mitochondrial presequence	28(MPP)	0.071		14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00153 Ntermext	0.079	No mitochondrial presequence	35(MPP)	0.200		18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00154 Ntermext	0.015	No mitochondrial presequence	58(MPP)	0.052		7-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00155 Ntermext	0.005	No mitochondrial presequence	27(MPP)	0.074		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00156 Ntermext	0.004	No mitochondrial presequence	37(MPP)	0.054		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00157 Ntermext	0.021	No mitochondrial presequence	34(MPP)	0.088		6-15-low	-	-	-	-	-	-	-	-	-	-	22-27	-	-	-	
CNAG_00158 Ntermext	0.013	No mitochondrial presequence	31(MPP)	0.065	50-54	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00159 Ntermext	0.058	No mitochondrial presequence	41(MPP)	0.122	60-64	13-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00160 Ntermext	0.103	No mitochondrial presequence	28(MPP)	0.071	8-12,12-16	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00161 Ntermext	0.043	No mitochondrial presequence	95(MPP)	-0.032	79-83	4-13-low	-	-	-	-	-	-	-	13-18	-	12-17	-	-	-	-	
CNAG_00162 Ntermext	0.032	No mitochondrial presequence	53(MPP), 54(Icp55)	0.075		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00163 Ntermext	0.055	No mitochondrial presequence	17(MPP)	0.059		10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00164 Ntermext	0.005	No mitochondrial presequence	24(MPP)	0.000		17-26-high	-	-	-	-	-	-	21-26	-	-	-	-	-	-	-	
CNAG_00165 Ntermext	0.008	No mitochondrial presequence	40(MPP)	0.025	27-31,31-35	21-30-high	-	-	-	-	-	-	-	-	25-30	-	-	-	-	-	
CNAG_00166 Ntermext	0.000	No mitochondrial presequence	38(MPP)	0.079	58-62	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00167 Ntermext	0.000	No mitochondrial presequence	8(MPP)	0.000	57-61,71-75	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00171 Ntermext	0.000	No mitochondrial presequence	22(MPP)	-0.182	67-71	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00172 Ntermext	0.005	No mitochondrial presequence	32(MPP)	0.031		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00173 Ntermext	0.000	No mitochondrial presequence	64(MPP)	0.031	80-84	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00174 Ntermext	0.041	No mitochondrial presequence	46(MPP), 47(Icp55)	0.109	5-9	4-13-high	-	-	-	-	-	-	-	-	-	-	12-17	-	-	-	
CNAG_00175 Ntermext	0.000	No mitochondrial presequence	21(MPP)	-0.095	23-27,26-30	19-28-low	-	-	-	-	23-28	-	-	-	-	-	-	-	-	-	
CNAG_00176 Ntermext	0.013	No mitochondrial presequence	11(MPP)	0.091	43-47	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00177 Ntermext	0.000	No mitochondrial presequence	63(MPP)	-0.032		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00178 Ntermext	0.000	No mitochondrial presequence	66(MPP)	-0.015		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00179 Ntermext	0.000	No mitochondrial presequence	57(MPP)	0.035		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00180 Ntermext	0.000	No mitochondrial presequence	56(MPP)	-0.089		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00181 Ntermext	0.006	No mitochondrial presequence	26(MPP)	0.000		16-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00182 Ntermext	0.000	No mitochondrial presequence	56(MPP)	0.018	27-31	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00183 Ntermext	0.183	No mitochondrial presequence	37(MPP)	0.189	21-25	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00184 Ntermext	0.003	No mitochondrial presequence	30(MPP), 31(Icp55)	0.033	76-80	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00185 Ntermext	0.063	No mitochondrial presequence	22(MPP)	0.045		12-23-low	-	18-23	20-25	-	-	-	-	-	-	-	-	-	-	-	
